Gene Name,Reduced Gene Name,Organism,Mode
DHX37,DHX37,rabbit,ensembl
DNAH7,DNAH7,rabbit,ensembl
KIF13A,KIF13A,rabbit,ensembl
ARHGAP27,ARHGAP27,rabbit,ensembl
CD4,CD4,rabbit,ensembl
ZNF575,ZNF575,rabbit,ensembl
DYNLT1,DYNLT1,rabbit,ensembl
PDCD11,PDCD11,rabbit,ensembl
RILPL1,RILPL1,rabbit,ensembl
ACAD11,ACAD11,rabbit,ensembl
ACSS3,ACSS3,rabbit,ensembl
PLEKHA5,PLEKHA5,rabbit,ensembl
DENND6A,DENND6A,rabbit,ensembl
HP1BP3,HP1BP3,rabbit,ensembl
ATP7A,ATP7A,rabbit,ensembl
ARNT2,ARNT2,rabbit,ensembl
HMCN1,HMCN1,rabbit,ensembl
CFAP20DC,CFAP20DC,rabbit,ensembl
RRM1,RRM1,rabbit,ensembl
ARG1,ARG1,rabbit,ensembl
IRF2,IRF2,rabbit,ensembl
SUPT20H,SUPT20H,rabbit,ensembl
GABBR1,GABBR1,rabbit,ensembl
IMPA1,IMPA1,rabbit,ensembl
NASP,NASP,rabbit,ensembl
ALMS1,ALMS1,rabbit,ensembl
CNR2,CNR2,rabbit,ensembl
BTF3L4,BTF3L4,rabbit,ensembl
POLA1,POLA1,rabbit,ensembl
SAR1A,SAR1A,rabbit,ensembl
SHROOM4,SHROOM4,rabbit,ensembl
EDARADD,EDARADD,rabbit,ensembl
MAOB,MAOB,rabbit,ensembl
PRMT9,PRMT9,rabbit,ensembl
PPRC1,PPRC1,rabbit,ensembl
TTC21A,TTC21A,rabbit,ensembl
BPTF,BPTF,rabbit,ensembl
ATP4A,ATP4A,rabbit,ensembl
LYAR,LYAR,rabbit,ensembl
GRB2,GRB2,rabbit,ensembl
PARP4,PARP4,rabbit,ensembl
KDM1A,KDM1A,rabbit,ensembl
ADGRF4,ADGRF4,rabbit,ensembl
ERC2,ERC2,rabbit,ensembl
ANK2,ANK2,rabbit,ensembl
GBF1,GBF1,rabbit,ensembl
GLRX3,GLRX3,rabbit,ensembl
CNOT6L,CNOT6L,rabbit,ensembl
NR1H3,NR1H3,rabbit,ensembl
PCDH10,PCDH10,rabbit,ensembl
CPNE5,CPNE5,rabbit,ensembl
NEXN,NEXN,rabbit,ensembl
ORYCUNV1R1524,ORYCUNV1R1524,rabbit,ensembl
HERC4,HERC4,rabbit,ensembl
BAHD1,BAHD1,rabbit,ensembl
ZNF106,ZNF106,rabbit,ensembl
MCF2L2,MCF2L2,rabbit,ensembl
GJA1,GJA1,rabbit,ensembl
CZIB,CZIB,rabbit,ensembl
S100a10,S100a10,rabbit,ensembl
AFP,AFP,rabbit,ensembl
PDS5B,PDS5B,rabbit,ensembl
VIRMA,VIRMA,rabbit,ensembl
SEPTIN10,SEPTIN10,rabbit,ensembl
SUFU,SUFU,rabbit,ensembl
ITGB7,ITGB7,rabbit,ensembl
CPS1,CPS1,rabbit,ensembl
HYLS1,HYLS1,rabbit,ensembl
ADARB1,ADARB1,rabbit,ensembl
RPS3A,RPS3A,rabbit,ensembl
C4a,C4a,rat,ensembl
Tubb4a,Tubb4a,rat,ensembl
ENSRNOG00000068268,ENSRNOG00000068268,rat,ensembl
Llgl1,Llgl1,rat,ensembl
Gpx1,Gpx1,rat,ensembl
Hspa8,Hspa8,rat,ensembl
Evi5l,Evi5l,rat,ensembl
Itih1,Itih1,rat,ensembl
Map4,Map4,rat,ensembl
Hspd1,Hspd1,rat,ensembl
Thbs1,Thbs1,rat,ensembl
Lmln,Lmln,rat,ensembl
Actb,Actb,rat,ensembl
Zdhhc11,Zdhhc11,rat,ensembl
Apoa2,Apoa2,rat,ensembl
Vtn,Vtn,rat,ensembl
Cotl1,Cotl1,rat,ensembl
Actc1,Actc1,rat,ensembl
Dennd2b,Dennd2b,rat,ensembl
Actl11,Actl11,rat,ensembl
AABR07025010.1,AABR07025010.1,rat,ensembl
Capg,Capg,rat,ensembl
Plpp7,Plpp7,rat,ensembl
Anxa2,Anxa2,rat,ensembl
Gng12,Gng12,rat,ensembl
F2,F2,rat,ensembl
Npm1,Npm1,rat,ensembl
Ogn,NEWGENE_1308171,rat,ensembl
Stat3,Stat3,rat,ensembl
Bin2,Bin2,rat,ensembl
Blvrb,Blvrb,rat,ensembl
Mrrf,Mrrf,rat,ensembl
AABR07011744.1,AABR07011744.1,rat,ensembl
Tln1,Tln1,rat,ensembl
Spp1,Spp1,rat,ensembl
Adrm1,Adrm1,rat,ensembl
Calca,Calca,rat,ensembl
Cast,Cast,rat,ensembl
Chst11,Chst11,rat,ensembl
H2az2,H2az2,rat,ensembl
Cfh,Cfh,rat,ensembl
Prss1,Prss1,rat,ensembl
AABR07001408.1,AABR07001408.1,rat,ensembl
Itih3,Itih3,rat,ensembl
Cdv3,Cdv3,rat,ensembl
Htra1,Htra1,rat,ensembl
Col1a2,Col1a2,rat,ensembl
Cfb,Cfb,rat,ensembl
Hnrnpk,Hnrnpk,rat,ensembl
Cald1,Cald1,rat,ensembl
Saa4,Hps5,rat,ensembl
Nrp2,Nrp2,rat,ensembl
Spz1,Spz1,rat,ensembl
Tmprss13,Tmprss13,rat,ensembl
Rbm3,Rbm3,rat,ensembl
Vim,Vim,rat,ensembl
Kng2,Kng2l1,rat,ensembl
Rrp8,Rrp8,rat,ensembl
Lum,Lum,rat,ensembl
Apoc3,Apoc3,rat,ensembl
Actg1,Actg1,rat,ensembl
Mgp,Mgp,rat,ensembl
Usp20,Usp20,rat,ensembl
Hrg,Hrg,rat,ensembl
Ccndbp1,Ccndbp1,rat,ensembl
Ffar4,Ffar4,rat,ensembl
Rc3h2,Rc3h2,rat,ensembl
Phldb1,Phldb1,rat,ensembl
Sntb1,Sntb1,rat,ensembl
Serpina3n,RGD1565462,rat,ensembl
Cat,Cat,rat,ensembl
C9,C9,rat,ensembl
S100a4,S100a4,rat,ensembl
RGD1560186,AABR07022157.1,rat,ensembl
Hspb1,Hspb1,rat,ensembl
Capza1,Capza1,rat,ensembl
H3-3b,H3-3b,rat,ensembl
Hist2h3c2,Hist2h3c2,rat,ensembl
KDR,KDR,human,ensembl
ECE1,ECE1,human,ensembl
KLK6,KLK6,human,ensembl
ACY1,ACY1,human,ensembl
ENTPD3,ENTPD3,human,ensembl
AGT,AGT,human,ensembl
CAMK2A,CAMK2A,human,ensembl
KLK11,KLK11,human,ensembl
CHST15,CHST15,human,ensembl
RAN,RAN,human,ensembl
NTRK3,NTRK3,human,ensembl
CD86,CD86,human,ensembl
GP6,GP6,human,ensembl
ARID3A,ARID3A,human,ensembl
CCL7,CCL7,human,ensembl
FGF12,FGF12,human,ensembl
FAM3B,FAM3B,human,ensembl
IL1RL2,IL1RL2,human,ensembl
CDH5,CDH5,human,ensembl
IL2,IL2,human,ensembl
PDIA3,PDIA3,human,ensembl
CCN3,CCN3,human,ensembl
SMAD2,SMAD2,human,ensembl
BID,BID,human,ensembl
LIFR,LIFR,human,ensembl
LDLR,LDLR,human,ensembl
BCAN,BCAN,human,ensembl
MBL2,MBL2,human,ensembl
TDGF1,TDGF1,human,ensembl
MAPK9,MAPK9,human,ensembl
TNFSF11,TNFSF11,human,ensembl
ADIPOQ,ADIPOQ,human,ensembl
ING1,ING1,human,ensembl
VCAM1,VCAM1,human,ensembl
CD55,CD55,human,ensembl
FGF18,FGF18,human,ensembl
CRELD1,CRELD1,human,ensembl
FCER2,FCER2,human,ensembl
LGALS8,LGALS8,human,ensembl
ANGPTL3,ANGPTL3,human,ensembl
NME1,NME1,human,ensembl
TNFSF8,TNFSF8,human,ensembl
ARTN,ARTN,human,ensembl
KLK4,KLK4,human,ensembl
CASP10,CASP10,human,ensembl
C1S,C1S,human,ensembl
TBK1,TBK1,human,ensembl
PLG,PLG,human,ensembl
TYRO3,TYRO3,human,ensembl
AZU1,AZU1,human,ensembl
NTF4,NTF4,human,ensembl
PRSS27,PRSS27,human,ensembl
SMOC1,SMOC1,human,ensembl
ACVR1B,ACVR1B,human,ensembl
MAP2K4,MAP2K4,human,ensembl
F11,F11,human,ensembl
LRIG3,LRIG3,human,ensembl
PRSS3,PRSS3,human,ensembl
EPHA5,EPHA5,human,ensembl
HSD17B1,HSD17B1,human,ensembl
MATN2,MATN2,human,ensembl
MRC1,MRC1,human,ensembl
OMD,OMD,human,ensembl
LTF,LTF,human,ensembl
EIF5A,EIF5A,human,ensembl
DKK4,DKK4,human,ensembl
NACA,NACA,human,ensembl
PTH,PTH,human,ensembl
AIMP1,AIMP1,human,ensembl
HAAO,HAAO,human,ensembl
BCL2,BCL2,human,ensembl
CDC42BPB,CDC42BPB,human,ensembl
EGF,EGF,human,ensembl
ESD,ESD,human,ensembl
CDH6,CDH6,human,ensembl
DSG1,DSG1,human,ensembl
CCL23,CCL23,human,ensembl
IL10RA,IL10RA,human,ensembl
GRAP2,GRAP2,human,ensembl
NBL1,NBL1,human,ensembl
SELE,SELE,human,ensembl
FCN1,FCN1,human,ensembl
ARPP19,ARPP19,human,ensembl
IL12B,IL12B,human,ensembl
CD200,CD200,human,ensembl
IFNB1,IFNB1,human,ensembl
PDE3A,PDE3A,human,ensembl
PROS1,PROS1,human,ensembl
KIRREL3,KIRREL3,human,ensembl
SOD3,SOD3,human,ensembl
CNDP1,CNDP1,human,ensembl
MSLN,MSLN,human,ensembl
CCL26,CCL26,human,ensembl
SEMA6B,SEMA6B,human,ensembl
CSNK2A2,CSNK2A2,human,ensembl
NLGN4X,NLGN4X,human,ensembl
CPE,CPE,human,ensembl
TNFRSF18,TNFRSF18,human,ensembl
EFNA2,EFNA2,human,ensembl
ROBO2,ROBO2,human,ensembl
STX1A,STX1A,human,ensembl
CCL4L2,CCL4L2,human,ensembl
PROK1,PROK1,human,ensembl
KIR2DL4,KIR2DL4,human,ensembl
CXCL5,CXCL5,human,ensembl
MPL,MPL,human,ensembl
WIF1,WIF1,human,ensembl
IL1RAP,IL1RAP,human,ensembl
CCL1,CCL1,human,ensembl
RBP4,RBP4,human,ensembl
CA13,CA13,human,ensembl
CCL11,CCL11,human,ensembl
TNNI2,TNNI2,human,ensembl
FASLG,FASLG,human,ensembl
EHMT2,EHMT2,human,ensembl
TNFRSF11A,TNFRSF11A,human,ensembl
HAMP,HAMP,human,ensembl
ICOSLG,ICOSLG,human,ensembl
CALR,CALR,human,ensembl
WNT7A,WNT7A,human,ensembl
IL12RB2,IL12RB2,human,ensembl
EREG,EREG,human,ensembl
MSTN,MSTN,human,ensembl
MED1,MED1,human,ensembl
LGALS4,LGALS4,human,ensembl
FGF7,FGF7,human,ensembl
ALB,ALB,human,ensembl
LRP1B,LRP1B,human,ensembl
AFM,AFM,human,ensembl
CSH2,CSH2,human,ensembl
GHRL,GHRL,human,ensembl
PTEN,PTEN,human,ensembl
CXCL3,CXCL3,human,ensembl
HDGFL2,HDGFL2,human,ensembl
SPON1,SPON1,human,ensembl
CD177,CD177,human,ensembl
CCL3L3,CCL3L1,human,ensembl
SGTA,SGTA,human,ensembl
IBSP,IBSP,human,ensembl
OCIAD1,OCIAD1,human,ensembl
CHEK2,CHEK2,human,ensembl
AURKB,AURKB,human,ensembl
C8B,C8B,human,ensembl
TAB1,TAB1,human,ensembl
DPT,DPT,human,ensembl
CD22,CD22,human,ensembl
DAPK2,DAPK2,human,ensembl
INS,INS,human,ensembl
EFNA5,EFNA5,human,ensembl
ELANE,ELANE,human,ensembl
SLC25A18,SLC25A18,human,ensembl
FGF6,FGF6,human,ensembl
CCL17,CCL17,human,ensembl
PDE2A,PDE2A,human,ensembl
SUMO3,SUMO3,human,ensembl
PPIF,PPIF,human,ensembl
CCL3,CCL3,human,ensembl
SERPINA7,SERPINA7,human,ensembl
WFIKKN2,WFIKKN2,human,ensembl
CCL15,CCL15,human,ensembl
EPHB6,EPHB6,human,ensembl
PRTN3,PRTN3,human,ensembl
JAM3,JAM3,human,ensembl
TFF2,TFF2,human,ensembl
LYPD3,LYPD3,human,ensembl
TFPI,TFPI,human,ensembl
PLAUR,PLAUR,human,ensembl
MAPKAPK3,MAPKAPK3,human,ensembl
BCL2A1,BCL2A1,human,ensembl
EFNA3,EFNA3,human,ensembl
PRKACA,PRKACA,human,ensembl
IL20RA,IL20RA,human,ensembl
CSNK2A1,CSNK2A1,human,ensembl
IL23R,IL23R,human,ensembl
UNC5C,UNC5C,human,ensembl
STK16,STK16,human,ensembl
MAPT,MAPT,human,ensembl
MDH1,MDH1,human,ensembl
CD27,CD27,human,ensembl
APOL1,APOL1,human,ensembl
FCAR,FCAR,human,ensembl
ITGAV,ITGAV,human,ensembl
ARSB,ARSB,human,ensembl
CRLF1,CRLF1,human,ensembl
NRCAM,NRCAM,human,ensembl
SHH,SHH,human,ensembl
VWF,VWF,human,ensembl
KLRK1,KLRK1,human,ensembl
HAVCR2,HAVCR2,human,ensembl
TLR4,TLR4,human,ensembl
CCL28,CCL28,human,ensembl
TBP,TBP,human,ensembl
CCNC,CCNC,human,ensembl
PIAS4,PIAS4,human,ensembl
CD209,CD209,human,ensembl
SLITRK1,SLITRK1,human,ensembl
LMAN2,LMAN2,human,ensembl
VEGFD,VEGFD,human,ensembl
TXNDC12,TXNDC12,human,ensembl
SEZ6L2,SEZ6L2,human,ensembl
ACE2,ACE2,human,ensembl
PLA2G1B,PLA2G1B,human,ensembl
CDK1,CDK1,human,ensembl
RARRES2,RARRES2,human,ensembl
EPS15L1,EPS15L1,human,ensembl
ZAP70,ZAP70,human,ensembl
CHIT1,CHIT1,human,ensembl
CNTN4,CNTN4,human,ensembl
BOC,BOC,human,ensembl
KLK14,KLK14,human,ensembl
ENTPD5,ENTPD5,human,ensembl
IL3RA,IL3RA,human,ensembl
IMPDH2,IMPDH2,human,ensembl
CAMKK1,CAMKK1,human,ensembl
NRXN3,NRXN3,human,ensembl
KYNU,KYNU,human,ensembl
PYY,PYY,human,ensembl
MET,MET,human,ensembl
SOD1,SOD1,human,ensembl
LDHB,LDHB,human,ensembl
TNFRSF9,TNFRSF9,human,ensembl
UBE2L3,UBE2L3,human,ensembl
NCK1,NCK1,human,ensembl
CPNE1,CPNE1,human,ensembl
BMPR1A,BMPR1A,human,ensembl
IRF1,IRF1,human,ensembl
FLRT1,FLRT1,human,ensembl
CAST,CAST,human,ensembl
PFDN5,PFDN5,human,ensembl
IL25,IL25,human,ensembl
TNFSF9,TNFSF9,human,ensembl
JAK2,JAK2,human,ensembl
GPT,GPT,human,ensembl
CCN6,CCN6,human,ensembl
SELL,SELL,human,ensembl
OSM,OSM,human,ensembl
PDGFA,PDGFA,human,ensembl
PDE1A,PDE1A,human,ensembl
CLEC4M,CLEC4M,human,ensembl
RNASEH1,RNASEH1,human,ensembl
IL4,IL4,human,ensembl
IL11,IL11,human,ensembl
F9,F9,human,ensembl
NR3C1,NR3C1,human,ensembl
GDF11,GDF11,human,ensembl
CD36,CD36,human,ensembl
ISG15,ISG15,human,ensembl
COLEC11,COLEC11,human,ensembl
BIRC5,BIRC5,human,ensembl
FCN2,FCN2,human,ensembl
IFNL1,IFNL1,human,ensembl
TG,TG,human,ensembl
IL34,IL34,human,ensembl
AHSG,AHSG,human,ensembl
TMPRSS15,TMPRSS15,human,ensembl
AGRP,AGRP,human,ensembl
PTN,PTN,human,ensembl
ASGR1,ASGR1,human,ensembl
GOT1,GOT1,human,ensembl
LTBP4,LTBP4,human,ensembl
HJV,HJV,human,ensembl
STAB2,STAB2,human,ensembl
LEP,LEP,human,ensembl
CYP3A4,CYP3A4,human,ensembl
KLK3,KLK3,human,ensembl
FLT4,FLT4,human,ensembl
ROBO3,ROBO3,human,ensembl
TNFSF15,TNFSF15,human,ensembl
PRKCB,PRKCB,human,ensembl
CA3,CA3,human,ensembl
C8G,C8G,human,ensembl
IGHA1,IGHA1,human,ensembl
RGMB,RGMB,human,ensembl
MB,MB,human,ensembl
GFRA1,GFRA1,human,ensembl
PLA2G2A,PLA2G2A,human,ensembl
HRG,HRG,human,ensembl
HBB,HBB,human,ensembl
SPOCK2,SPOCK2,human,ensembl
CMPK1,CMPK1,human,ensembl
JAG1,JAG1,human,ensembl
NRXN1,NRXN1,human,ensembl
ANG,ANG,human,ensembl
SBDS,SBDS,human,ensembl
GFAP,GFAP,human,ensembl
TGFB2,TGFB2,human,ensembl
SIRT2,SIRT2,human,ensembl
PLA2G10,PLA2G10,human,ensembl
CCL5,CCL5,human,ensembl
THPO,THPO,human,ensembl
SERPIND1,SERPIND1,human,ensembl
LYZ,LYZ,human,ensembl
UBB,UBB,human,ensembl
CCL25,CCL25,human,ensembl
AIF1,AIF1,human,ensembl
PIK3CG,PIK3CG,human,ensembl
EDA2R,EDA2R,human,ensembl
ACVRL1,ACVRL1,human,ensembl
WFIKKN1,WFIKKN1,human,ensembl
NEGR1,NEGR1,human,ensembl
RAC3,RAC3,human,ensembl
EFNB3,EFNB3,human,ensembl
RET,RET,human,ensembl
HHLA2,HHLA2,human,ensembl
CCL4L1,CCL4L2,human,ensembl
CTSG,CTSG,human,ensembl
KREMEN2,KREMEN2,human,ensembl
TPM2,TPM2,human,ensembl
ETHE1,ETHE1,human,ensembl
IGF1,IGF1,human,ensembl
ITGA2B,ITGA2B,human,ensembl
TIE1,TIE1,human,ensembl
LY86,LY86,human,ensembl
TNFSF12,TNFSF12,human,ensembl
EDAR,EDAR,human,ensembl
ICOS,ICOS,human,ensembl
ANGPT1,ANGPT1,human,ensembl
MFRP,MFRP,human,ensembl
PCSK7,PCSK7,human,ensembl
IL1RN,IL1RN,human,ensembl
CCL27,CCL27,human,ensembl
CNTFR,CNTFR,human,ensembl
KNG1,KNG1,human,ensembl
NTN1,NTN1,human,ensembl
LRPAP1,LRPAP1,human,ensembl
CCL3L1,CCL3L1,human,ensembl
IL1A,IL1A,human,ensembl
EPB41,EPB41,human,ensembl
APOA1,APOA1,human,ensembl
MAP3K7,MAP3K7,human,ensembl
SEMA5A,SEMA5A,human,ensembl
IL17F,IL17F,human,ensembl
YES1,YES1,human,ensembl
CD40LG,CD40LG,human,ensembl
MMP8,MMP8,human,ensembl
TPI1,TPI1,human,ensembl
SERPINA5,SERPINA5,human,ensembl
TLR2,TLR2,human,ensembl
TPO,TPO,human,ensembl
AGR2,AGR2,human,ensembl
CSF2,CSF2,human,ensembl
IDS,IDS,human,ensembl
TNFRSF13C,TNFRSF13C,human,ensembl
CNTN1,CNTN1,human,ensembl
FCGR2A,FCGR2A,human,ensembl
MMEL1,MMEL1,human,ensembl
AREG,AREG,human,ensembl
PDE7A,PDE7A,human,ensembl
DKK1,DKK1,human,ensembl
TPSB2,TPSB2,human,ensembl
VSIR,VSIR,human,ensembl
AGER,AGER,human,ensembl
PSMA1,PSMA1,human,ensembl
GFRA3,GFRA3,human,ensembl
THBS4,THBS4,human,ensembl
TACSTD2,TACSTD2,human,ensembl
PEX5,PEX5,human,ensembl
CCL13,CCL13,human,ensembl
CKM,CKM,human,ensembl
PRL,PRL,human,ensembl
DYRK3,DYRK3,human,ensembl
ESR1,ESR1,human,ensembl
BMP6,BMP6,human,ensembl
GFRA2,GFRA2,human,ensembl
VEGFA,VEGFA,human,ensembl
IL2RA,IL2RA,human,ensembl
SPINT2,SPINT2,human,ensembl
LTB,LTB,human,ensembl
SEMA3A,SEMA3A,human,ensembl
MAPK14,MAPK14,human,ensembl
GCG,GCG,human,ensembl
LTBR,LTBR,human,ensembl
ULBP3,ULBP3,human,ensembl
MPO,MPO,human,ensembl
SCGB2A1,SCGB2A1,human,ensembl
HDAC8,HDAC8,human,ensembl
IDUA,IDUA,human,ensembl
INSR,INSR,human,ensembl
CKAP2,CKAP2,human,ensembl
ROR1,ROR1,human,ensembl
PLXNB2,PLXNB2,human,ensembl
TSLP,TSLP,human,ensembl
JAM2,JAM2,human,ensembl
HGFAC,HGFAC,human,ensembl
CXCL13,CXCL13,human,ensembl
CDON,CDON,human,ensembl
TNFRSF25,TNFRSF25,human,ensembl
BSG,BSG,human,ensembl
FGF8,FGF8,human,ensembl
PDGFRB,PDGFRB,human,ensembl
C6,C6,human,ensembl
PF4,PF4,human,ensembl
ISLR2,ISLR2,human,ensembl
DBNL,DBNL,human,ensembl
CSNK2B,CSNK2B,human,ensembl
FGB,FGB,human,ensembl
C7,C7,human,ensembl
LHB,LHB,human,ensembl
ERBB3,ERBB3,human,ensembl
ICAM5,ICAM5,human,ensembl
PGD,PGD,human,ensembl
MYBPC1,MYBPC1,human,ensembl
CDC37,CDC37,human,ensembl
IL1B,IL1B,human,ensembl
IDE,IDE,human,ensembl
PTHLH,PTHLH,human,ensembl
CBX5,CBX5,human,ensembl
GPC3,GPC3,human,ensembl
EPHA1,EPHA1,human,ensembl
TIMP2,TIMP2,human,ensembl
PRKCQ,PRKCQ,human,ensembl
FCGR2B,FCGR2B,human,ensembl
LCMT1,LCMT1,human,ensembl
DNAJC19,DNAJC19,human,ensembl
FLRT3,FLRT3,human,ensembl
CXCL11,CXCL11,human,ensembl
ACP1,ACP1,human,ensembl
CD48,CD48,human,ensembl
MIA,MIA,human,ensembl
CASP2,CASP2,human,ensembl
CRTAM,CRTAM,human,ensembl
IGHA2,IGHA2,human,ensembl
CAMK1D,CAMK1D,human,ensembl
CEBPB,CEBPB,human,ensembl
CFHR5,CFHR5,human,ensembl
ITGB1,ITGB1,human,ensembl
CD84,CD84,human,ensembl
MAP2K2,MAP2K2,human,ensembl
PLK1,PLK1,human,ensembl
TNFRSF12A,TNFRSF12A,human,ensembl
CCL2,CCL2,human,ensembl
MMP7,MMP7,human,ensembl
DSCAM,DSCAM,human,ensembl
HS6ST1,HS6ST1,human,ensembl
YWHAQ,YWHAQ,human,ensembl
ULBP1,ULBP1,human,ensembl
BCAR3,BCAR3,human,ensembl
IL19,IL19,human,ensembl
RXFP1,RXFP1,human,ensembl
MATK,MATK,human,ensembl
BPI,BPI,human,ensembl
FGF1,FGF1,human,ensembl
IL18RAP,IL18RAP,human,ensembl
TNFRSF4,TNFRSF4,human,ensembl
CNTN5,CNTN5,human,ensembl
CA1,CA1,human,ensembl
SERPINF1,SERPINF1,human,ensembl
GDF9,GDF9,human,ensembl
KLK12,KLK12,human,ensembl
ICAM3,ICAM3,human,ensembl
CLCF1,CLCF1,human,ensembl
BRF1,BRF1,human,ensembl
IL17RB,IL17RB,human,ensembl
IL1RAPL2,IL1RAPL2,human,ensembl
SEMA3E,SEMA3E,human,ensembl
CGA,CGA,human,ensembl
F10,F10,human,ensembl
CFD,CFD,human,ensembl
EIF4EBP2,EIF4EBP2,human,ensembl
IL12RB1,IL12RB1,human,ensembl
C8A,C8A,human,ensembl
IL20,IL20,human,ensembl
UNC5D,UNC5D,human,ensembl
VAV1,VAV1,human,ensembl
PROC,PROC,human,ensembl
CXCL16,CXCL16,human,ensembl
SST,SST,human,ensembl
NTN4,NTN4,human,ensembl
ITGA1,ITGA1,human,ensembl
IGFBP1,IGFBP1,human,ensembl
CA7,CA7,human,ensembl
CDK8,CDK8,human,ensembl
RPS27A,RPS27A,human,ensembl
CFI,CFI,human,ensembl
PAK6,PAK6,human,ensembl
TNFRSF14,TNFRSF14,human,ensembl
NAGK,NAGK,human,ensembl
MMP16,MMP16,human,ensembl
KIT,KIT,human,ensembl
ENO2,ENO2,human,ensembl
MDK,MDK,human,ensembl
NAPA,NAPA,human,ensembl
FGF20,FGF20,human,ensembl
PTPN1,PTPN1,human,ensembl
ADM,ADM,human,ensembl
BGLAP,BGLAP,human,ensembl
FSHB,FSHB,human,ensembl
STK17B,STK17B,human,ensembl
DHH,DHH,human,ensembl
PTK6,PTK6,human,ensembl
PDXP,PDXP,human,ensembl
H2BC21,H2BC21,human,ensembl
EPOR,EPOR,human,ensembl
FGFR3,FGFR3,human,ensembl
TNFRSF17,TNFRSF17,human,ensembl
SYNCRIP,SYNCRIP,human,ensembl
OPCML,OPCML,human,ensembl
CNDP2,CNDP2,human,ensembl
VIP,VIP,human,ensembl
BMPER,BMPER,human,ensembl
SPHK2,SPHK2,human,ensembl
ZNRF3,ZNRF3,human,ensembl
CD5L,CD5L,human,ensembl
IL22,IL22,human,ensembl
MBD4,MBD4,human,ensembl
GHR,GHR,human,ensembl
FLRT2,FLRT2,human,ensembl
ICAM2,ICAM2,human,ensembl
SFN,SFN,human,ensembl
PLA2G5,PLA2G5,human,ensembl
EEF1B2,EEF1B2,human,ensembl
ALDOA,ALDOA,human,ensembl
IGHD,IGHD,human,ensembl
PSMD7,PSMD7,human,ensembl
IGFBP6,IGFBP6,human,ensembl
CHRDL1,CHRDL1,human,ensembl
RAD51,RAD51,human,ensembl
NOG,NOG,human,ensembl
C5,C5,human,ensembl
FGG,FGG,human,ensembl
CCNB1,CCNB1,human,ensembl
PRSS2,PRSS2,human,ensembl
ACP5,ACP5,human,ensembl
PDGFB,PDGFB,human,ensembl
BCL6,BCL6,human,ensembl
CD80,CD80,human,ensembl
SEMA6A,SEMA6A,human,ensembl
IL5,IL5,human,ensembl
DLL4,DLL4,human,ensembl
NPPA,NPPA,human,ensembl
SPARCL1,SPARCL1,human,ensembl
IMPDH1,IMPDH1,human,ensembl
SMPDL3A,SMPDL3A,human,ensembl
PRLR,PRLR,human,ensembl
METAP1,METAP1,human,ensembl
NXPH1,NXPH1,human,ensembl
TNFRSF21,TNFRSF21,human,ensembl
CXCL10,CXCL10,human,ensembl
LTA,LTA,human,ensembl
FGF10,FGF10,human,ensembl
PDCD1LG2,PDCD1LG2,human,ensembl
C2,C2,human,ensembl
CLEC7A,CLEC7A,human,ensembl
NPPB,NPPB,human,ensembl
TEK,TEK,human,ensembl
MASP1,MASP1,human,ensembl
SPHK1,SPHK1,human,ensembl
NANOG,NANOG,human,ensembl
PLA2G7,PLA2G7,human,ensembl
HCK,HCK,human,ensembl
PPP3R1,PPP3R1,human,ensembl
CTSH,CTSH,human,ensembl
CD300C,CD300C,human,ensembl
NTRK1,NTRK1,human,ensembl
SKP1,SKP1,human,ensembl
NCR2,NCR2,human,ensembl
EFNA4,EFNA4,human,ensembl
LRRTM3,LRRTM3,human,ensembl
CD200R1,CD200R1,human,ensembl
NOTCH1,NOTCH1,human,ensembl
PPP3CA,PPP3CA,human,ensembl
LRP8,LRP8,human,ensembl
IL18BP,IL18BP,human,ensembl
CXCL2,CXCL2,human,ensembl
PAK5,PAK5,human,ensembl
TP53,TP53,human,ensembl
NTF3,NTF3,human,ensembl
SERPINA6,SERPINA6,human,ensembl
PLA2G2E,PLA2G2E,human,ensembl
RTN4R,RTN4R,human,ensembl
CRLF2,CRLF2,human,ensembl
DYNLRB1,DYNLRB1,human,ensembl
FSTL3,FSTL3,human,ensembl
ENTPD1,ENTPD1,human,ensembl
GZMA,GZMA,human,ensembl
PECAM1,PECAM1,human,ensembl
CLC,CLC,human,ensembl
CD83,CD83,human,ensembl
KPNB1,KPNB1,human,ensembl
RPS6KA5,RPS6KA5,human,ensembl
ASAH2,ASAH2,human,ensembl
DCTPP1,DCTPP1,human,ensembl
CD63,CD63,human,ensembl
USP25,USP25,human,ensembl
FGFR1,FGFR1,human,ensembl
IL23A,IL23A,human,ensembl
CSF3R,CSF3R,human,ensembl
CFC1,CFC1,human,ensembl
MAPK12,MAPK12,human,ensembl
FGR,FGR,human,ensembl
CDH3,CDH3,human,ensembl
CDH12,CDH12,human,ensembl
UBE2N,UBE2N,human,ensembl
GDI2,GDI2,human,ensembl
FAM3D,FAM3D,human,ensembl
TNFRSF10D,TNFRSF10D,human,ensembl
ADGRG5,ADGRG5,human,ensembl
MMP17,MMP17,human,ensembl
ERBB4,ERBB4,human,ensembl
EFNB2,EFNB2,human,ensembl
ECM1,ECM1,human,ensembl
WNK3,WNK3,human,ensembl
IGF1R,IGF1R,human,ensembl
FGF9,FGF9,human,ensembl
AKR7A2,AKR7A2,human,ensembl
DNAJB1,DNAJB1,human,ensembl
