Gene names,Gene names  (primary ),Status,Organism,Protein ID
ARMC8,ARMC8,unreviewed,Homo sapiens (Human),C9J625
USP13 ISOT3,USP13,reviewed,Homo sapiens (Human),Q92995
STIM1,STIM1,unreviewed,Homo sapiens (Human),H0YDB2
TOR3A,TOR3A,unreviewed,Homo sapiens (Human),Q5W0C6
RHBDF1,RHBDF1,unreviewed,Homo sapiens (Human),F8WBS4
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PP06
FTH1 hCG_1776129,FTH1,unreviewed,Homo sapiens (Human),G3V192
TRIM26,TRIM26,unreviewed,Homo sapiens (Human),A0A0G2JIW2
CSTF3,CSTF3,unreviewed,Homo sapiens (Human),H0YE74
COPZ2,COPZ2,reviewed,Homo sapiens (Human),Q9P299
DDX39A DDX39,DDX39A,reviewed,Homo sapiens (Human),O00148
DDX54,DDX54,unreviewed,Homo sapiens (Human),H0YHH7
OSBPL3,OSBPL3,unreviewed,Homo sapiens (Human),C9JEF2
ABCF2,ABCF2,unreviewed,Homo sapiens (Human),C9JHK9
TXN2,TXN2,unreviewed,Homo sapiens (Human),F8WDN2
LMBRD1,LMBRD1,unreviewed,Homo sapiens (Human),A0A3B3ITP2
ATP13A3,ATP13A3,unreviewed,Homo sapiens (Human),A0A2R8Y635
SMARCA2,SMARCA2,unreviewed,Homo sapiens (Human),A0A0A0MT03
POLDIP2 PDIP38 POLD4 HSPC017,POLDIP2,reviewed,Homo sapiens (Human),Q9Y2S7
PPP1R9B PPP1R6,PPP1R9B,reviewed,Homo sapiens (Human),Q96SB3
ANP32E,ANP32E,unreviewed,Homo sapiens (Human),E9PLC4
TBCB,TBCB,unreviewed,Homo sapiens (Human),A0A494C0X0
PHLDB1,PHLDB1,unreviewed,Homo sapiens (Human),A0A087WXY7
CAPNS1,CAPNS1,unreviewed,Homo sapiens (Human),U3KPR7
EIF4A1,EIF4A1,unreviewed,Homo sapiens (Human),J3KS93
CDC42,CDC42,unreviewed,Homo sapiens (Human),A0A494C1M1
PHKB,PHKB,unreviewed,Homo sapiens (Human),I3NHZ9
ASDURF,ASDURF,unreviewed,Homo sapiens (Human),U3KQP6
PRRX1,PRRX1,unreviewed,Homo sapiens (Human),G3V2N3
RETSAT,RETSAT,unreviewed,Homo sapiens (Human),H0YGU3
DDX31,DDX31,unreviewed,Homo sapiens (Human),F8WAJ0
RPRD1B,RPRD1B,unreviewed,Homo sapiens (Human),A2A2M0
ORMDL3,ORMDL3,reviewed,Homo sapiens (Human),Q8N138
SCYL1,SCYL1,unreviewed,Homo sapiens (Human),E9PS17
MRPL14 MRPL32 RPML32,MRPL14,reviewed,Homo sapiens (Human),Q6P1L8
ACTR3C,ACTR3C,unreviewed,Homo sapiens (Human),A0A0A0MTI9
YWHAE,YWHAE,unreviewed,Homo sapiens (Human),B4DJF2
ATG4B APG4B AUTL1 KIAA0943,ATG4B,reviewed,Homo sapiens (Human),Q9Y4P1
CBWD3,CBWD3,reviewed,Homo sapiens (Human),Q5JTY5
LIG1,LIG1,unreviewed,Homo sapiens (Human),M0R1G7
PML MYL PP8675 RNF71 TRIM19,PML,reviewed,Homo sapiens (Human),P29590
GIGYF2,GIGYF2,unreviewed,Homo sapiens (Human),C9J0V6
TMEM87A,TMEM87A,unreviewed,Homo sapiens (Human),H3BUZ1
STRBP,STRBP,unreviewed,Homo sapiens (Human),E9PKQ0
ZNF326,ZNF326,unreviewed,Homo sapiens (Human),E2QRN4
XRN1,XRN1,unreviewed,Homo sapiens (Human),C9JCZ8
CSNK2A1,CSNK2A1,unreviewed,Homo sapiens (Human),A0A2R8YF43
SEC61A2,SEC61A2,unreviewed,Homo sapiens (Human),C9JJV4
VPS18,VPS18,unreviewed,Homo sapiens (Human),H0YLM6
GIT2,GIT2,unreviewed,Homo sapiens (Human),F8W822
CCPG1 CCP8 CPR8 KIAA1254,CCPG1,reviewed,Homo sapiens (Human),Q9ULG6
PDLIM5,PDLIM5,unreviewed,Homo sapiens (Human),A0A0A0MSP3
NDUFAF4 C6orf66 HRPAP20 HSPC125 My013,NDUFAF4,reviewed,Homo sapiens (Human),Q9P032
VPS51 ANG2 C11orf2 C11orf3 FFR PP5382,VPS51,reviewed,Homo sapiens (Human),Q9UID3
RPLP0,RPLP0,unreviewed,Homo sapiens (Human),F8VRK7
PIN4,PIN4,unreviewed,Homo sapiens (Human),H0Y8P6
ADAM10,ADAM10,unreviewed,Homo sapiens (Human),H0YNC5
OGFOD3,OGFOD3,unreviewed,Homo sapiens (Human),J3QRG1
CHD1L,CHD1L,unreviewed,Homo sapiens (Human),A0A494C1H1
TACC1,TACC1,unreviewed,Homo sapiens (Human),A0A0C4DGD3
DLG1,DLG1,unreviewed,Homo sapiens (Human),A0A590UJ64
TSC2,TSC2,unreviewed,Homo sapiens (Human),A0A2R8Y7C8
NDUFA13,NDUFA13,unreviewed,Homo sapiens (Human),B4DEZ3
CHORDC1,CHORDC1,unreviewed,Homo sapiens (Human),E9PHZ2
VPS28,VPS28,unreviewed,Homo sapiens (Human),E9PM90
WASHC5 KIAA0196,WASHC5,reviewed,Homo sapiens (Human),Q12768
DCTD,DCTD,unreviewed,Homo sapiens (Human),D6R9S0
ABHD12,ABHD12,unreviewed,Homo sapiens (Human),I3L206
ATP13A1,ATP13A1,unreviewed,Homo sapiens (Human),H7C3H2
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),H7BZG6
CCNYL1,CCNYL1,unreviewed,Homo sapiens (Human),H7BZD2
EIF3K EIF3S12 hCG_2040051,EIF3K,unreviewed,Homo sapiens (Human),K7ERF1
CDK4,CDK4,unreviewed,Homo sapiens (Human),F8VZ51
BPTF,BPTF,unreviewed,Homo sapiens (Human),A0A2R8Y7Q1
DIPK2A,DIPK2A,unreviewed,Homo sapiens (Human),C9JY09
ANP32E,ANP32E,unreviewed,Homo sapiens (Human),H0YCE2
CLPTM1,CLPTM1,reviewed,Homo sapiens (Human),O96005
PARP10,PARP10,unreviewed,Homo sapiens (Human),E9PPV8
CSNK2A1 CK2A1,CSNK2A1,reviewed,Homo sapiens (Human),P68400
DLGAP4,DLGAP4,unreviewed,Homo sapiens (Human),F8WF49
ALG9,ALG9,unreviewed,Homo sapiens (Human),A0A087WX16
SNTB2,SNTB2,unreviewed,Homo sapiens (Human),A0A140TA73
ASDURF,ASDURF,reviewed,Homo sapiens (Human),L0R819
ARID1B,ARID1B,unreviewed,Homo sapiens (Human),H0Y7H8
TNS3 TEM6 TENS1 TPP,TNS3,reviewed,Homo sapiens (Human),Q68CZ2
HNRNPC,HNRNPC,unreviewed,Homo sapiens (Human),G3V4W0
RPN2,RPN2,reviewed,Homo sapiens (Human),P04844
TSR1,TSR1,unreviewed,Homo sapiens (Human),I3L4E8
CERCAM CEECAM1 GLT25D3 KIAA1502,CERCAM,reviewed,Homo sapiens (Human),Q5T4B2
GCC1,GCC1,reviewed,Homo sapiens (Human),Q96CN9
EARS2,EARS2,unreviewed,Homo sapiens (Human),H3BPY3
SDHC CYB560 SDH3,SDHC,reviewed,Homo sapiens (Human),Q99643
TUBB3 hCG_1983504,TUBB3,unreviewed,Homo sapiens (Human),G3V2N6
KLC1,KLC1,unreviewed,Homo sapiens (Human),G5E9S8
MOGS,MOGS,unreviewed,Homo sapiens (Human),B8ZZE2
ZEB2,ZEB2,unreviewed,Homo sapiens (Human),A0A1B0GW50
MINK1,MINK1,unreviewed,Homo sapiens (Human),A0A590UJE1
ITGA10 UNQ468/PRO827,ITGA10,reviewed,Homo sapiens (Human),O75578
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A0G2JKZ1
SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23,SCFD1,reviewed,Homo sapiens (Human),Q8WVM8
PCGF2 hCG_31397,PCGF2,unreviewed,Homo sapiens (Human),J3KT13
GUK1,GUK1,unreviewed,Homo sapiens (Human),B1ANH5
PKD2 TRPP2,PKD2,reviewed,Homo sapiens (Human),Q13563
SDC2 HSPG1,SDC2,reviewed,Homo sapiens (Human),P34741
MICALL1 KIAA1668 MIRAB13,MICALL1,reviewed,Homo sapiens (Human),Q8N3F8
NF2 SCH,NF2,reviewed,Homo sapiens (Human),P35240
FNDC3A FNDC3 HUGO KIAA0970,FNDC3A,reviewed,Homo sapiens (Human),Q9Y2H6
AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899,AP2A2,reviewed,Homo sapiens (Human),O94973
SLC12A9,SLC12A9,unreviewed,Homo sapiens (Human),C9JBD8
TIMMDC1 C3orf1 UNQ247/PRO284,TIMMDC1,reviewed,Homo sapiens (Human),Q9NPL8
FLOT2,FLOT2,unreviewed,Homo sapiens (Human),E7EMK3
LDHB,LDHB,unreviewed,Homo sapiens (Human),A8MW50
OBSL1,OBSL1,unreviewed,Homo sapiens (Human),A8MSZ8
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),F8WD33
BTAF1,BTAF1,unreviewed,Homo sapiens (Human),A0A0A0MTH9
CNTNAP1 CASPR NRXN4,CNTNAP1,reviewed,Homo sapiens (Human),P78357
DDX19A,DDX19A,unreviewed,Homo sapiens (Human),H3BTB3
BUB3,BUB3,unreviewed,Homo sapiens (Human),J3QT28
U2SURP,U2SURP,unreviewed,Homo sapiens (Human),U3KPT1
SHCBP1,SHCBP1,reviewed,Homo sapiens (Human),Q8NEM2
RWDD4,RWDD4,unreviewed,Homo sapiens (Human),D6RDH6
NDUFS3,NDUFS3,unreviewed,Homo sapiens (Human),E9PS48
MOSPD2,MOSPD2,unreviewed,Homo sapiens (Human),R4GMN1
AKR1C1,AKR1C1,unreviewed,Homo sapiens (Human),H0Y804
SEC14L2 C22orf6 KIAA1186 KIAA1658,SEC14L2,reviewed,Homo sapiens (Human),O76054
CEP170,CEP170,unreviewed,Homo sapiens (Human),E5RIH6
NTMT1 C9orf32 METTL11A NRMT NRMT1 AD-003,NTMT1,reviewed,Homo sapiens (Human),Q9BV86
PTK2,PTK2,unreviewed,Homo sapiens (Human),B4DWJ1
GTF2I,GTF2I,unreviewed,Homo sapiens (Human),C9J6M0
CORO7,CORO7,unreviewed,Homo sapiens (Human),I3NI06
PTGR1,PTGR1,unreviewed,Homo sapiens (Human),F2Z3J9
ADPRS ADPRHL2 ARH3,ADPRS,reviewed,Homo sapiens (Human),Q9NX46
ANXA2,ANXA2,unreviewed,Homo sapiens (Human),H0YMM1
CTSD,CTSD,unreviewed,Homo sapiens (Human),A0A1B0GVD5
SCYL2,SCYL2,unreviewed,Homo sapiens (Human),F8VPW3
MAEA,MAEA,unreviewed,Homo sapiens (Human),B4DVN3
MSH5,MSH5,unreviewed,Homo sapiens (Human),H0YDS7
IFT122,IFT122,unreviewed,Homo sapiens (Human),H0Y978
AP2M1,AP2M1,unreviewed,Homo sapiens (Human),C9JGT8
KLC1,KLC1,unreviewed,Homo sapiens (Human),H0YJU9
CTNNAL1,CTNNAL1,reviewed,Homo sapiens (Human),Q9UBT7
CRYZL1,CRYZL1,unreviewed,Homo sapiens (Human),H7C3S0
STK25,STK25,unreviewed,Homo sapiens (Human),C9JFA1
AP1S2 DC22,AP1S2,reviewed,Homo sapiens (Human),P56377
ATIC,ATIC,unreviewed,Homo sapiens (Human),C9JLK0
SYNE1,SYNE1,unreviewed,Homo sapiens (Human),A0A5F9ZHD7
NAALADL1,NAALADL1,unreviewed,Homo sapiens (Human),H0YDS5
ACAA1,ACAA1,unreviewed,Homo sapiens (Human),B4DVF4
NAMPT,NAMPT,unreviewed,Homo sapiens (Human),A0A0C4DFS8
QDPR,QDPR,unreviewed,Homo sapiens (Human),H0Y8F7
FBN1,FBN1,unreviewed,Homo sapiens (Human),F6U495
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),A0A1B0GW65
UBA6,UBA6,unreviewed,Homo sapiens (Human),H0Y9U5
DHX16,DHX16,unreviewed,Homo sapiens (Human),A0A140T947
SELENOT,SELENOT,unreviewed,Homo sapiens (Human),F8WBD0
RPS16,RPS16,unreviewed,Homo sapiens (Human),M0R3H0
TOMM34 URCC3,TOMM34,reviewed,Homo sapiens (Human),Q15785
CCNY,CCNY,unreviewed,Homo sapiens (Human),R4GNF3
RELCH KIAA1468,RELCH,reviewed,Homo sapiens (Human),Q9P260
PCYOX1,PCYOX1,unreviewed,Homo sapiens (Human),C9JM55
MAP2K2,MAP2K2,unreviewed,Homo sapiens (Human),M0R1B6
OCIAD1,OCIAD1,unreviewed,Homo sapiens (Human),D6RBC5
PPIP5K2,PPIP5K2,unreviewed,Homo sapiens (Human),A0A087WZV0
ACTR1A,ACTR1A,unreviewed,Homo sapiens (Human),A0A1B0GVS3
MTCH1,MTCH1,unreviewed,Homo sapiens (Human),H0Y8C3
CKAP5,CKAP5,unreviewed,Homo sapiens (Human),H0YCF6
RACGAP1,RACGAP1,unreviewed,Homo sapiens (Human),F8VZ66
EMC2 KIAA0103 TTC35,EMC2,reviewed,Homo sapiens (Human),Q15006
CBWD5,CBWD5,unreviewed,Homo sapiens (Human),Q5RIB3
OTUD4,OTUD4,unreviewed,Homo sapiens (Human),D6RA27
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),H0Y673
INPPL1,INPPL1,unreviewed,Homo sapiens (Human),F5H588
FTSJ1 JM23,FTSJ1,reviewed,Homo sapiens (Human),Q9UET6
NDUFA6 LYRM6 NADHB14,NDUFA6,reviewed,Homo sapiens (Human),P56556
ZW10,ZW10,unreviewed,Homo sapiens (Human),F5H3C1
RIPOR1 FAM65A KIAA1930,RIPOR1,reviewed,Homo sapiens (Human),Q6ZS17
CBWD1,CBWD1,unreviewed,Homo sapiens (Human),A0A087WTC0
LARP1,LARP1,unreviewed,Homo sapiens (Human),H0YBM7
NUDT21 CFIM25 CPSF25 CPSF5,NUDT21,reviewed,Homo sapiens (Human),O43809
PIKFYVE KIAA0981 PIP5K3,PIKFYVE,reviewed,Homo sapiens (Human),Q9Y2I7
PXK,PXK,unreviewed,Homo sapiens (Human),H7BYG4
PMFBP1,PMFBP1,unreviewed,Homo sapiens (Human),H0YFP6
COPS6 CSN6 HVIP,COPS6,reviewed,Homo sapiens (Human),Q7L5N1
UBE2D3,UBE2D3,unreviewed,Homo sapiens (Human),D6RGD0
SLC29A1,SLC29A1,unreviewed,Homo sapiens (Human),A0A2R8YEH8
SNRPE,SNRPE,reviewed,Homo sapiens (Human),P62304
RAB4B PP1596,RAB4B,reviewed,Homo sapiens (Human),P61018
FIP1L1 FIP1 RHE,FIP1L1,reviewed,Homo sapiens (Human),Q6UN15
MED16,MED16,unreviewed,Homo sapiens (Human),B9TX03
NUDT12,NUDT12,reviewed,Homo sapiens (Human),Q9BQG2
TSC1,TSC1,unreviewed,Homo sapiens (Human),Q59IT9
RPL23A,RPL23A,unreviewed,Homo sapiens (Human),K7EMA7
BZW2,BZW2,unreviewed,Homo sapiens (Human),B5MCH7
HSDL1,HSDL1,unreviewed,Homo sapiens (Human),H3BQI7
STX4,STX4,unreviewed,Homo sapiens (Human),H3BMK2
TNFAIP3,TNFAIP3,unreviewed,Homo sapiens (Human),D3TTY5
ACACA,ACACA,unreviewed,Homo sapiens (Human),A0A0C4DGT1
TCP1,TCP1,unreviewed,Homo sapiens (Human),F5H7Y1
MAP7,MAP7,unreviewed,Homo sapiens (Human),A0A087WZ40
MECP2,MECP2,unreviewed,Homo sapiens (Human),I6LM39
EMC4,EMC4,unreviewed,Homo sapiens (Human),H0YK61
TBL1XR1,TBL1XR1,unreviewed,Homo sapiens (Human),C9J3H2
THOC7,THOC7,unreviewed,Homo sapiens (Human),H7C5E3
IRF9 ISGF3G,IRF9,reviewed,Homo sapiens (Human),Q00978
COL8A1,COL8A1,unreviewed,Homo sapiens (Human),C9JTN9
CLCN5,CLCN5,unreviewed,Homo sapiens (Human),A0A2R8Y6C4
SELENBP1,SELENBP1,unreviewed,Homo sapiens (Human),C9JVL0
ALDH18A1 GSAS P5CS PYCS,ALDH18A1,reviewed,Homo sapiens (Human),P54886
FXR1,FXR1,unreviewed,Homo sapiens (Human),C9J5B4
CCDC88A,CCDC88A,unreviewed,Homo sapiens (Human),A0A2R8YCU9
DARS2,DARS2,unreviewed,Homo sapiens (Human),A0A3B3IS01
SDC4,SDC4,reviewed,Homo sapiens (Human),P31431
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),E5RGH4
SEC23IP MSTP053,SEC23IP,reviewed,Homo sapiens (Human),Q9Y6Y8
SMARCE1,SMARCE1,unreviewed,Homo sapiens (Human),A0A2R8Y4T4
DPP9,DPP9,unreviewed,Homo sapiens (Human),M0R2G6
ETFA,ETFA,reviewed,Homo sapiens (Human),P13804
RBFOX1,RBFOX1,unreviewed,Homo sapiens (Human),F8VZG9
BLOC1S3,BLOC1S3,unreviewed,Homo sapiens (Human),K7EN58
MED16,MED16,unreviewed,Homo sapiens (Human),A0A0J9YXE7
LINC00869 FAM91A2 KIAA0493,LINC00869,reviewed,Homo sapiens (Human),P0C866
SQSTM1 ORCA OSIL,SQSTM1,reviewed,Homo sapiens (Human),Q13501
TSC2,TSC2,unreviewed,Homo sapiens (Human),A0A2R8YEJ8
RETREG2,RETREG2,unreviewed,Homo sapiens (Human),H7C3D5
MRPL28,MRPL28,unreviewed,Homo sapiens (Human),Q4TT37
DNAJC7 TPR2 TTC2,DNAJC7,reviewed,Homo sapiens (Human),Q99615
TUBB4A,TUBB4A,unreviewed,Homo sapiens (Human),M0QX14
UBR4,UBR4,unreviewed,Homo sapiens (Human),X6R960
MYL6,MYL6,unreviewed,Homo sapiens (Human),H0YI43
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V3R3
TBCE,TBCE,unreviewed,Homo sapiens (Human),A0A2R8Y7E7
RPS16,RPS16,unreviewed,Homo sapiens (Human),M0QX76
PTBP1,PTBP1,unreviewed,Homo sapiens (Human),K7ELW5
TM9SF3 SMBP UNQ245/PRO282,TM9SF3,reviewed,Homo sapiens (Human),Q9HD45
CASKIN2,CASKIN2,unreviewed,Homo sapiens (Human),J3QRN1
TBC1D17,TBC1D17,unreviewed,Homo sapiens (Human),A0A087WXG5
IDH3A,IDH3A,unreviewed,Homo sapiens (Human),H0YL72
CRABP2,CRABP2,unreviewed,Homo sapiens (Human),Q5SYZ4
FADS1,FADS1,unreviewed,Homo sapiens (Human),F5GWE3
CHPF2 CHSY3 CSGLCAT KIAA1402 UNQ299/PRO339,CHPF2,reviewed,Homo sapiens (Human),Q9P2E5
UBE2I,UBE2I,unreviewed,Homo sapiens (Human),H3BRD1
H2AZ2 H2AFV H2AV,H2AZ2,reviewed,Homo sapiens (Human),Q71UI9
XRCC4,XRCC4,reviewed,Homo sapiens (Human),Q13426
ADAR ADAR1 DSRAD G1P1 IFI4,ADAR,reviewed,Homo sapiens (Human),P55265
RUVBL2,RUVBL2,unreviewed,Homo sapiens (Human),M0R0Z0
RPL9,RPL9,unreviewed,Homo sapiens (Human),H0Y9R4
HBS1L HBS1 KIAA1038,HBS1L,reviewed,Homo sapiens (Human),Q9Y450
CDK14,CDK14,unreviewed,Homo sapiens (Human),E7EUK8
SLC17A5,SLC17A5,reviewed,Homo sapiens (Human),Q9NRA2
PSMA6,PSMA6,unreviewed,Homo sapiens (Human),G3V3U4
MAPK3 hCG_1983753,MAPK3,unreviewed,Homo sapiens (Human),B3KR49
MT-ND5 MTND5 NADH5 ND5,MT-ND5,reviewed,Homo sapiens (Human),P03915
PBDC1 CXorf26,PBDC1,reviewed,Homo sapiens (Human),Q9BVG4
SON,SON,unreviewed,Homo sapiens (Human),J3QSZ5
TAP2,TAP2,unreviewed,Homo sapiens (Human),A0A087WYD6
VAPA VAP33,VAPA,reviewed,Homo sapiens (Human),Q9P0L0
KARS1,KARS1,unreviewed,Homo sapiens (Human),H3BPV7
NMRAL1 HSCARG,NMRAL1,reviewed,Homo sapiens (Human),Q9HBL8
SNX29,SNX29,unreviewed,Homo sapiens (Human),H3BQF0
FBXW11 BTRCP2 FBW1B FBXW1B KIAA0696,FBXW11,reviewed,Homo sapiens (Human),Q9UKB1
MLST8,MLST8,unreviewed,Homo sapiens (Human),H3BSZ4
PSMD4,PSMD4,unreviewed,Homo sapiens (Human),H0Y561
STK24,STK24,unreviewed,Homo sapiens (Human),Q5JV99
COG1 KIAA1381 LDLB,COG1,reviewed,Homo sapiens (Human),Q8WTW3
CAB39,CAB39,unreviewed,Homo sapiens (Human),A0A087X0K1
ILF3,ILF3,unreviewed,Homo sapiens (Human),K7ER69
AAMDC,AAMDC,unreviewed,Homo sapiens (Human),E9PIQ4
AP2M1,AP2M1,unreviewed,Homo sapiens (Human),A0A087WY71
CBWD1,CBWD1,unreviewed,Homo sapiens (Human),A0A087WZQ3
COX7A1 COX7AH,COX7A1,reviewed,Homo sapiens (Human),P24310
DCAF8,DCAF8,unreviewed,Homo sapiens (Human),Q5TAQ5
RPRD1A,RPRD1A,unreviewed,Homo sapiens (Human),K7EP82
GMFB,GMFB,unreviewed,Homo sapiens (Human),G3V3X4
DAP3,DAP3,unreviewed,Homo sapiens (Human),V9GYF7
GOLGB1,GOLGB1,unreviewed,Homo sapiens (Human),H7C5I7
NAE1,NAE1,unreviewed,Homo sapiens (Human),H3BQW6
EPDR1 MERP1 UCC1,EPDR1,reviewed,Homo sapiens (Human),Q9UM22
KCTD9,KCTD9,unreviewed,Homo sapiens (Human),K7EQN1
NPM1 NPM,NPM1,reviewed,Homo sapiens (Human),P06748
RAP1GDS1,RAP1GDS1,unreviewed,Homo sapiens (Human),H0Y8M2
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),A0A0A0MSV9
EIF3E,EIF3E,unreviewed,Homo sapiens (Human),H0YAW4
NELFE,NELFE,unreviewed,Homo sapiens (Human),E9PD43
ENO2,ENO2,unreviewed,Homo sapiens (Human),F5H1C3
EPHX1,EPHX1,unreviewed,Homo sapiens (Human),B1AQP8
PNPT1,PNPT1,unreviewed,Homo sapiens (Human),H7C3C5
AK5,AK5,unreviewed,Homo sapiens (Human),E9PIS7
NCALD,NCALD,unreviewed,Homo sapiens (Human),E5RIZ1
ACTB,ACTB,unreviewed,Homo sapiens (Human),C9JUM1
ALDH3A2,ALDH3A2,unreviewed,Homo sapiens (Human),A0A5F9ZHN9
PHGDH,PHGDH,unreviewed,Homo sapiens (Human),A0A2C9F2M7
NTAN1,NTAN1,unreviewed,Homo sapiens (Human),H3BNJ5
TNPO3,TNPO3,unreviewed,Homo sapiens (Human),E9PFH4
TSC1,TSC1,unreviewed,Homo sapiens (Human),A0A2R8Y5M3
PRRX2 PMX2 PRX2,PRRX2,reviewed,Homo sapiens (Human),Q99811
SLC12A6 KCC3,SLC12A6,reviewed,Homo sapiens (Human),Q9UHW9
IK,IK,unreviewed,Homo sapiens (Human),D6RAY9
GSTM2,GSTM2,unreviewed,Homo sapiens (Human),E9PGV1
MERTK,MERTK,unreviewed,Homo sapiens (Human),H7C3L9
ALG9,ALG9,unreviewed,Homo sapiens (Human),H0YCW6
DNAAF10,DNAAF10,unreviewed,Homo sapiens (Human),H7C389
TES,TES,reviewed,Homo sapiens (Human),Q9UGI8
FBLIM1,FBLIM1,unreviewed,Homo sapiens (Human),D6R9I4
STOML2,STOML2,unreviewed,Homo sapiens (Human),A0A087WYB4
TATDN1,TATDN1,unreviewed,Homo sapiens (Human),E5RG17
DPY19L1 GA0500 KIAA0877,DPY19L1,reviewed,Homo sapiens (Human),Q2PZI1
UTP4,UTP4,unreviewed,Homo sapiens (Human),A0A0J9YXV4
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6RJ04
MED16,MED16,unreviewed,Homo sapiens (Human),A0A0J9YW49
FAM91A1,FAM91A1,unreviewed,Homo sapiens (Human),H0YC80
ACACA,ACACA,unreviewed,Homo sapiens (Human),A0A087X0W4
CCT3,CCT3,unreviewed,Homo sapiens (Human),Q5SZX6
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PP76
PPIL3,PPIL3,unreviewed,Homo sapiens (Human),C9J4N2
POGLUT3,POGLUT3,unreviewed,Homo sapiens (Human),H0YEM3
CDKN2AIP,CDKN2AIP,unreviewed,Homo sapiens (Human),D6RGD2
TRAPPC4,TRAPPC4,unreviewed,Homo sapiens (Human),E9PKS9
EIF4A3,EIF4A3,unreviewed,Homo sapiens (Human),I3L3H2
ERI3,ERI3,unreviewed,Homo sapiens (Human),F6QUN3
SCARB1,SCARB1,unreviewed,Homo sapiens (Human),F5H4X0
TRIP6,TRIP6,unreviewed,Homo sapiens (Human),H7BZE2
NRBF2 COPR,NRBF2,reviewed,Homo sapiens (Human),Q96F24
FUBP1,FUBP1,unreviewed,Homo sapiens (Human),E9PEB5
PIP5K1A,PIP5K1A,unreviewed,Homo sapiens (Human),A2A5X0
RACGAP1,RACGAP1,unreviewed,Homo sapiens (Human),F8VYH6
TRMT1,TRMT1,unreviewed,Homo sapiens (Human),K7EQU7
ARF3,ARF3,unreviewed,Homo sapiens (Human),F5H6T5
ATP6V1G1 ATP6G ATP6G1 ATP6J,ATP6V1G1,reviewed,Homo sapiens (Human),O75348
ACTR2,ACTR2,unreviewed,Homo sapiens (Human),A0A1B0GWD0
HS2ST1 HS2ST KIAA0448,HS2ST1,reviewed,Homo sapiens (Human),Q7LGA3
XPNPEP1,XPNPEP1,unreviewed,Homo sapiens (Human),Q5T6H3
EIF2A,EIF2A,unreviewed,Homo sapiens (Human),F8WAE5
AKAP8L hCG_36782,AKAP8L,unreviewed,Homo sapiens (Human),V9GZ50
DCUN1D5,DCUN1D5,unreviewed,Homo sapiens (Human),E9PM04
HNRNPUL1,HNRNPUL1,unreviewed,Homo sapiens (Human),M0QYZ0
UBE2Z,UBE2Z,unreviewed,Homo sapiens (Human),D6RB11
TRIM22,TRIM22,unreviewed,Homo sapiens (Human),C9J060
CSTB CST6 STFB,CSTB,reviewed,Homo sapiens (Human),P04080
VTI1B,VTI1B,unreviewed,Homo sapiens (Human),H0YJL5
EPN2,EPN2,unreviewed,Homo sapiens (Human),F6PQP6
ANK2 hCG_22680,ANK2,unreviewed,Homo sapiens (Human),A0A5F9ZHJ6
RPL11,RPL11,reviewed,Homo sapiens (Human),P62913
,,unreviewed,Homo sapiens (Human),H3BRW5
PALLD,PALLD,unreviewed,Homo sapiens (Human),A0A3B3ISX8
DPP8,DPP8,unreviewed,Homo sapiens (Human),J3KPT0
UBE4B HDNB1 KIAA0684 UFD2,UBE4B,reviewed,Homo sapiens (Human),O95155
IK,IK,unreviewed,Homo sapiens (Human),E7EQZ7
YME1L1,YME1L1,unreviewed,Homo sapiens (Human),Q5T8D1
CBR3,CBR3,reviewed,Homo sapiens (Human),O75828
AKT2,AKT2,unreviewed,Homo sapiens (Human),M0R0P9
CCT5,CCT5,unreviewed,Homo sapiens (Human),H0Y914
MCM4 CDC21,MCM4,reviewed,Homo sapiens (Human),P33991
TBC1D22A,TBC1D22A,unreviewed,Homo sapiens (Human),F8WDP1
GFUS,GFUS,unreviewed,Homo sapiens (Human),H0YCP7
USP19 KIAA0891 ZMYND9,USP19,reviewed,Homo sapiens (Human),O94966
CCDC80,CCDC80,unreviewed,Homo sapiens (Human),H7C5K4
UFC1 CGI-126 HSPC155,UFC1,reviewed,Homo sapiens (Human),Q9Y3C8
SYNM DMN KIAA0353 SYN,SYNM,reviewed,Homo sapiens (Human),O15061
NAGK,NAGK,unreviewed,Homo sapiens (Human),H0YF44
ASAH1,ASAH1,unreviewed,Homo sapiens (Human),A0A1B0GTP7
PALLD,PALLD,unreviewed,Homo sapiens (Human),D6RBB1
MICOS13,MICOS13,unreviewed,Homo sapiens (Human),A0A140TA84
BDH2,BDH2,unreviewed,Homo sapiens (Human),D6RBF6
TATDN1,TATDN1,unreviewed,Homo sapiens (Human),E5RK70
