Gene names,Gene names  (primary ),Status,Organism,Protein ID
RBM26;C13orf10;PRO1777,RBM26,reviewed,Homo sapiens (Human),Q5T8P6
BCL2L1;BCL2L;BCLX,BCL2L1,reviewed,Homo sapiens (Human),Q07817
SNX8,SNX8,unreviewed,Homo sapiens (Human),C9J271
COPS7B,COPS7B,unreviewed,Homo sapiens (Human),J3QT73
GLT8D2,GLT8D2,unreviewed,Homo sapiens (Human),F8VZP2
SRR,SRR,unreviewed,Homo sapiens (Human),I3L4L3
DHX38,DHX38,unreviewed,Homo sapiens (Human),J3KRT1
SYTL2,SYTL2,unreviewed,Homo sapiens (Human),A0A0U1RQH1
PTK2,PTK2,unreviewed,Homo sapiens (Human),E5RHD8
SLC7A5;CD98LC;LAT1;MPE16,SLC7A5,reviewed,Homo sapiens (Human),Q01650
TRIR,TRIR,unreviewed,Homo sapiens (Human),K7ELS0
RPL10,RPL10,unreviewed,Homo sapiens (Human),B8A6G2
CPNE3,CPNE3,unreviewed,Homo sapiens (Human),A0A087WXR6
SH3D19,SH3D19,unreviewed,Homo sapiens (Human),A0A0U1RQE4
AKT2,AKT2,reviewed,Homo sapiens (Human),P31751
ACTB,ACTB,unreviewed,Homo sapiens (Human),C9JZR7
AIFM2;AMID;PRG3,AIFM2,reviewed,Homo sapiens (Human),Q9BRQ8
TXN;TRDX;TRX;TRX1,TXN,reviewed,Homo sapiens (Human),P10599
ARPC4-TTLL3,ARPC4-TTLL3,unreviewed,Homo sapiens (Human),F8WE39
CHMP5;C9orf83;SNF7DC2;CGI-34;HSPC177;PNAS-114;PNAS-2,CHMP5,reviewed,Homo sapiens (Human),Q9NZZ3
RPL22,RPL22,unreviewed,Homo sapiens (Human),K7ELC4
FHL2,FHL2,unreviewed,Homo sapiens (Human),C9J3S8
TF,TF,unreviewed,Homo sapiens (Human),F8WEK9
SMARCC2,SMARCC2,unreviewed,Homo sapiens (Human),F8VZW6
IMPACT,IMPACT,reviewed,Homo sapiens (Human),Q9P2X3
GOSR2,GOSR2,unreviewed,Homo sapiens (Human),A0A1W2PR23
TNIP1,TNIP1,unreviewed,Homo sapiens (Human),E7EW15
PPFIA1,PPFIA1,unreviewed,Homo sapiens (Human),A0A2R8Y7R9
VCP,VCP,reviewed,Homo sapiens (Human),P55072
PFDN1;PFD1,PFDN1,reviewed,Homo sapiens (Human),O60925
DNAAF5,DNAAF5,unreviewed,Homo sapiens (Human),H0Y650
SCLY,SCLY,unreviewed,Homo sapiens (Human),H7C280
PFN1,PFN1,reviewed,Homo sapiens (Human),P07737
AGK,AGK,unreviewed,Homo sapiens (Human),A0A3B3ITV0
NDUFV1,NDUFV1,unreviewed,Homo sapiens (Human),E9PLC6
SELENOK;SELK;HSPC030;HSPC297,SELENOK,reviewed,Homo sapiens (Human),Q9Y6D0
ACADS,ACADS,unreviewed,Homo sapiens (Human),E9PE82
YTHDC1,YTHDC1,unreviewed,Homo sapiens (Human),J3QR07
ERLIN1,ERLIN1,unreviewed,Homo sapiens (Human),B0QZ43
ARIH1;ARI;MOP6;UBCH7BP;HUSSY-27,ARIH1,reviewed,Homo sapiens (Human),Q9Y4X5
ACADM;hCG_22915,ACADM,unreviewed,Homo sapiens (Human),Q5T4U5
PTPA,PTPA,unreviewed,Homo sapiens (Human),A6PVN8
FAM114A1;NOXP20,FAM114A1,reviewed,Homo sapiens (Human),Q8IWE2
TRAFD1,TRAFD1,unreviewed,Homo sapiens (Human),S4R2Z9
MAPK9,MAPK9,unreviewed,Homo sapiens (Human),J3KNK1
SLC25A22,SLC25A22,unreviewed,Homo sapiens (Human),E9PJH7
COX7A2,COX7A2,unreviewed,Homo sapiens (Human),H0Y8S6
MLLT1;ENL;LTG19;YEATS1,MLLT1,reviewed,Homo sapiens (Human),Q03111
TRIM47;GOA;RNF100,TRIM47,reviewed,Homo sapiens (Human),Q96LD4
PRPF4B;KIAA0536;PRP4;PRP4H;PRP4K,PRPF4B,reviewed,Homo sapiens (Human),Q13523
PPP6R2,PPP6R2,unreviewed,Homo sapiens (Human),T1ECW5
ATP2A2,ATP2A2,unreviewed,Homo sapiens (Human),A0A0C4DH86
PIK3CA,PIK3CA,reviewed,Homo sapiens (Human),P42336
CLIC4,CLIC4,reviewed,Homo sapiens (Human),Q9Y696
SPP2;SPP24,SPP2,reviewed,Homo sapiens (Human),Q13103
GTF2H1,GTF2H1,unreviewed,Homo sapiens (Human),E9PL58
CLN6,CLN6,unreviewed,Homo sapiens (Human),A0A1B0GUD2
TOM1L2,TOM1L2,unreviewed,Homo sapiens (Human),B7Z2U2
AP1S2,AP1S2,unreviewed,Homo sapiens (Human),A0A5F9ZHX2
SEC23A,SEC23A,unreviewed,Homo sapiens (Human),G3V3G5
PHGDH,PHGDH,unreviewed,Homo sapiens (Human),A0A286YFE1
ARL2,ARL2,reviewed,Homo sapiens (Human),P36404
FBXO7,FBXO7,unreviewed,Homo sapiens (Human),F8WDR9
SHOC2,SHOC2,unreviewed,Homo sapiens (Human),X6RI37
LSS,LSS,unreviewed,Homo sapiens (Human),H7C3A5
GPR107;hCG_1810895,GPR107,unreviewed,Homo sapiens (Human),G5E994
ARHGAP21,ARHGAP21,unreviewed,Homo sapiens (Human),E7ESW5
NIT2,NIT2,unreviewed,Homo sapiens (Human),F8WF70
PSMD13,PSMD13,unreviewed,Homo sapiens (Human),E9PL38
GTF2E2,GTF2E2,unreviewed,Homo sapiens (Human),E5RIW4
EIF2B5,EIF2B5,unreviewed,Homo sapiens (Human),A0A3B3ITG6
WDR61,WDR61,reviewed,Homo sapiens (Human),Q9GZS3
CAP1,CAP1,unreviewed,Homo sapiens (Human),Q5T0R3
ALDH3A2,ALDH3A2,unreviewed,Homo sapiens (Human),J3QRD1
SELENBP1,SELENBP1,unreviewed,Homo sapiens (Human),F2Z2W8
UROD,UROD,unreviewed,Homo sapiens (Human),A0A494BZY8
MATR3,MATR3,unreviewed,Homo sapiens (Human),A0A0R4J2E8
SNX1,SNX1,unreviewed,Homo sapiens (Human),H0YK43
EFEMP2,EFEMP2,unreviewed,Homo sapiens (Human),H0YET5
FADS1,FADS1,unreviewed,Homo sapiens (Human),H7C2V0
CHID1,CHID1,unreviewed,Homo sapiens (Human),E9PIP0
THOC2,THOC2,unreviewed,Homo sapiens (Human),H0Y815
EIF3G,EIF3G,unreviewed,Homo sapiens (Human),K7ER90
DHRS7,DHRS7,unreviewed,Homo sapiens (Human),H0YJ66
RDH11,RDH11,unreviewed,Homo sapiens (Human),G3V234
AGPAT3;LPAAT3;UNQ759/PRO1490,AGPAT3,reviewed,Homo sapiens (Human),Q9NRZ7
SEPTIN8,SEPTIN8,unreviewed,Homo sapiens (Human),A6NMH6
COG1,COG1,unreviewed,Homo sapiens (Human),J3KRP4
PDXDC1,PDXDC1,unreviewed,Homo sapiens (Human),H3BU11
NDUFB9,NDUFB9,unreviewed,Homo sapiens (Human),A0A3B3IT57
GART,GART,unreviewed,Homo sapiens (Human),A0A140TA71
GUSB,GUSB,unreviewed,Homo sapiens (Human),F2Z3L6
ATXN2L;A2D;A2LG;A2LP;A2RP,ATXN2L,reviewed,Homo sapiens (Human),Q8WWM7
ERGIC1;ERGIC32;KIAA1181;HT034,ERGIC1,reviewed,Homo sapiens (Human),Q969X5
B4GALT1,B4GALT1,unreviewed,Homo sapiens (Human),Q86XA6
CTSL;CTSL1,CTSL,reviewed,Homo sapiens (Human),P07711
LPCAT1,LPCAT1,unreviewed,Homo sapiens (Human),A0A0G2JRI7
CHID1,CHID1,unreviewed,Homo sapiens (Human),E9PKF1
GFUS,GFUS,unreviewed,Homo sapiens (Human),E9PKL9
APPL2,APPL2,unreviewed,Homo sapiens (Human),F8VR68
ITPRID2,ITPRID2,unreviewed,Homo sapiens (Human),E9PHV5
DAP3,DAP3,unreviewed,Homo sapiens (Human),V9GYJ9
UPP1;UP,UPP1,reviewed,Homo sapiens (Human),Q16831
PPA2,PPA2,unreviewed,Homo sapiens (Human),D6RGV9
SAMHD1;MOP5,SAMHD1,reviewed,Homo sapiens (Human),Q9Y3Z3
SARS2,SARS2,unreviewed,Homo sapiens (Human),M0R1C0
FAM83A;TSGP,FAM83A,reviewed,Homo sapiens (Human),Q86UY5
KCNMA1,KCNMA1,unreviewed,Homo sapiens (Human),A0A1W2PQR1
PHKB,PHKB,unreviewed,Homo sapiens (Human),H3BQ89
MRPL24,MRPL24,unreviewed,Homo sapiens (Human),X6RJ73
PARP12,PARP12,unreviewed,Homo sapiens (Human),H7C4L8
TWF2,TWF2,unreviewed,Homo sapiens (Human),D6RG15
DHRS7B,DHRS7B,unreviewed,Homo sapiens (Human),A0A0C4DGQ8
XRCC4,XRCC4,reviewed,Homo sapiens (Human),Q13426
HNRNPH1,HNRNPH1,unreviewed,Homo sapiens (Human),D6R9D3
DCUN1D2,DCUN1D2,unreviewed,Homo sapiens (Human),C9JRE2
KHDRBS1;SAM68,KHDRBS1,reviewed,Homo sapiens (Human),Q07666
FLII;FLIL,FLII,reviewed,Homo sapiens (Human),Q13045
ATP13A3;AFURS1,ATP13A3,reviewed,Homo sapiens (Human),Q9H7F0
ENO2,ENO2,unreviewed,Homo sapiens (Human),U3KQQ1
SNX1,SNX1,unreviewed,Homo sapiens (Human),J3KPH4
PLEC;PLEC1,PLEC,reviewed,Homo sapiens (Human),Q15149
DUSP12,DUSP12,unreviewed,Homo sapiens (Human),V9GYV5
KLC1,KLC1,unreviewed,Homo sapiens (Human),G3V2E7
ARHGEF7,ARHGEF7,unreviewed,Homo sapiens (Human),B1ANY6
GPM6B;M6B,GPM6B,reviewed,Homo sapiens (Human),Q13491
ADCY9,ADCY9,unreviewed,Homo sapiens (Human),I3L300
EIF4G2,EIF4G2,unreviewed,Homo sapiens (Human),H0YD77
SGCE,SGCE,unreviewed,Homo sapiens (Human),A0A2R8Y6U6
TIAL1,TIAL1,unreviewed,Homo sapiens (Human),E7ETJ9
PLD3,PLD3,unreviewed,Homo sapiens (Human),M0R3G9
DGKA,DGKA,unreviewed,Homo sapiens (Human),F8W1H7
DCXR;SDR20C1,DCXR,reviewed,Homo sapiens (Human),Q7Z4W1
EMC1;KIAA0090;PSEC0263,EMC1,reviewed,Homo sapiens (Human),Q8N766
ALDH7A1,ALDH7A1,unreviewed,Homo sapiens (Human),A0A1B0GUA1
FNTA,FNTA,unreviewed,Homo sapiens (Human),H0YCW1
RNASEH2B,RNASEH2B,unreviewed,Homo sapiens (Human),A0A087WZJ6
SNRNP40;PRP8BP;SFP38;WDR57,SNRNP40,reviewed,Homo sapiens (Human),Q96DI7
POLA2,POLA2,reviewed,Homo sapiens (Human),Q14181
NNT,NNT,unreviewed,Homo sapiens (Human),A0A590UK15
NIF3L1;ALS2CR1;MDS015;My018,NIF3L1,reviewed,Homo sapiens (Human),Q9GZT8
CNN2,CNN2,unreviewed,Homo sapiens (Human),H3BVI6
SNTB1;SNT2B1,SNTB1,reviewed,Homo sapiens (Human),Q13884
SYNE2;KIAA1011;NUA,SYNE2,reviewed,Homo sapiens (Human),Q8WXH0
PUS1,PUS1,unreviewed,Homo sapiens (Human),G8JLB3
CDC27,CDC27,unreviewed,Homo sapiens (Human),I3L394
BCL2L1,BCL2L1,unreviewed,Homo sapiens (Human),Q9H1R6
TXNRD2,TXNRD2,unreviewed,Homo sapiens (Human),A0A096LPD9
CDC23;ANAPC8,CDC23,reviewed,Homo sapiens (Human),Q9UJX2
MBOAT7,MBOAT7,unreviewed,Homo sapiens (Human),C9J4E9
SEPTIN8,SEPTIN8,unreviewed,Homo sapiens (Human),F8W8I8
PPP6R1;KIAA1115;PP6R1;SAPS1,PPP6R1,reviewed,Homo sapiens (Human),Q9UPN7
MICU1;CALC;CBARA1,MICU1,reviewed,Homo sapiens (Human),Q9BPX6
USP7,USP7,unreviewed,Homo sapiens (Human),H3BTM1
DCUN1D1,DCUN1D1,unreviewed,Homo sapiens (Human),F8WC32
ELAC2,ELAC2,unreviewed,Homo sapiens (Human),J3QL08
ZFP91-CNTF,ZFP91-CNTF,unreviewed,Homo sapiens (Human),H3BTR0
RPL12,RPL12,reviewed,Homo sapiens (Human),P30050
CSNK2A1,CSNK2A1,unreviewed,Homo sapiens (Human),A0A2R8Y797
MTDH,MTDH,unreviewed,Homo sapiens (Human),H0YBJ8
ARFGEF1,ARFGEF1,unreviewed,Homo sapiens (Human),E5RHZ1
BAG6,BAG6,unreviewed,Homo sapiens (Human),X6REW1
RAB34,RAB34,unreviewed,Homo sapiens (Human),K7EJW7
OSMR,OSMR,unreviewed,Homo sapiens (Human),H0Y8W9
HIF1AN;FIH1,HIF1AN,reviewed,Homo sapiens (Human),Q9NWT6
TBC1D23,TBC1D23,unreviewed,Homo sapiens (Human),E9PGE5
MIF;GLIF;MMIF,MIF,reviewed,Homo sapiens (Human),P14174
FXR1,FXR1,unreviewed,Homo sapiens (Human),B4DXZ6
ARPIN,ARPIN,unreviewed,Homo sapiens (Human),H0YMP5
DDX56,DDX56,unreviewed,Homo sapiens (Human),F8WEI3
HSP90B1,HSP90B1,unreviewed,Homo sapiens (Human),H0YIV0
SLC26A11,SLC26A11,unreviewed,Homo sapiens (Human),I3L1H1
SMAD4,SMAD4,unreviewed,Homo sapiens (Human),K7EL15
SPTAN1,SPTAN1,unreviewed,Homo sapiens (Human),A0A5F9ZHC3
TMED1;IL1RL1L;IL1RL1LG,TMED1,reviewed,Homo sapiens (Human),Q13445
SRRT,SRRT,unreviewed,Homo sapiens (Human),H7C0U8
PIK3C3;VPS34,PIK3C3,reviewed,Homo sapiens (Human),Q8NEB9
SORBS3,SORBS3,unreviewed,Homo sapiens (Human),H0YAZ3
WARS1,WARS1,unreviewed,Homo sapiens (Human),G3V5W1
SYNJ2BP-COX16,SYNJ2BP-COX16,unreviewed,Homo sapiens (Human),A0A087WYV9
IQGAP2,IQGAP2,unreviewed,Homo sapiens (Human),E7EWC2
ATXN2,ATXN2,unreviewed,Homo sapiens (Human),F8W0B5
UNG;DKFZp781L1143,UNG,unreviewed,Homo sapiens (Human),Q68DM5
RPL19,RPL19,unreviewed,Homo sapiens (Human),J3QR09
LIN7C;hCG_27394,LIN7C,unreviewed,Homo sapiens (Human),G3V1D4
DPP9,DPP9,unreviewed,Homo sapiens (Human),M0R162
NUP133,NUP133,reviewed,Homo sapiens (Human),Q8WUM0
WDR47,WDR47,unreviewed,Homo sapiens (Human),A0A0A0MRE6
EIF2B5,EIF2B5,unreviewed,Homo sapiens (Human),A0A3B3ISM8
PSPC1;PSP1,PSPC1,reviewed,Homo sapiens (Human),Q8WXF1
IK,IK,unreviewed,Homo sapiens (Human),D6RAY9
WIPF1,WIPF1,unreviewed,Homo sapiens (Human),C9JTB9
CS,CS,unreviewed,Homo sapiens (Human),F8VU34
LGALS3BP;M2BP,LGALS3BP,reviewed,Homo sapiens (Human),Q08380
RFC3,RFC3,reviewed,Homo sapiens (Human),P40938
IDH3G,IDH3G,reviewed,Homo sapiens (Human),P51553
APEX1,APEX1,unreviewed,Homo sapiens (Human),G3V3M6
TAPBP,TAPBP,unreviewed,Homo sapiens (Human),Q6P1N7
PDLIM7,PDLIM7,unreviewed,Homo sapiens (Human),D6RF83
GALK1,GALK1,unreviewed,Homo sapiens (Human),K7EII7
ATXN2,ATXN2,unreviewed,Homo sapiens (Human),F8VRK6
GALNT7,GALNT7,unreviewed,Homo sapiens (Human),H0YAK0
CD151,CD151,unreviewed,Homo sapiens (Human),E9PP93
GALM,GALM,unreviewed,Homo sapiens (Human),B8ZZ75
CDV3;H41,CDV3,reviewed,Homo sapiens (Human),Q9UKY7
CDK4,CDK4,unreviewed,Homo sapiens (Human),F8VZ51
MAGT1,MAGT1,unreviewed,Homo sapiens (Human),A0A087WU53
SETSIP;SETP18,SETSIP,reviewed,Homo sapiens (Human),P0DME0
TMEM167B;C1orf119;AD-020,TMEM167B,reviewed,Homo sapiens (Human),Q9NRX6
COPB2,COPB2,unreviewed,Homo sapiens (Human),H0Y938
STAT3,STAT3,unreviewed,Homo sapiens (Human),G8JLH9
UCHL5,UCHL5,unreviewed,Homo sapiens (Human),H0Y4K0
BAIAP2,BAIAP2,unreviewed,Homo sapiens (Human),B4DWA1
PCYT2,PCYT2,unreviewed,Homo sapiens (Human),I3L1R7
GLB1,GLB1,unreviewed,Homo sapiens (Human),C9JWX1
VPS37A,VPS37A,unreviewed,Homo sapiens (Human),E5RHB8
NF2;SCH,NF2,reviewed,Homo sapiens (Human),P35240
SRP19,SRP19,unreviewed,Homo sapiens (Human),D6RBG4
PEF1;ABP32;UNQ1845/PRO3573,PEF1,reviewed,Homo sapiens (Human),Q9UBV8
EEF1D,EEF1D,unreviewed,Homo sapiens (Human),E9PQC9
EIF3E;EIF3S6;INT6,EIF3E,unreviewed,Homo sapiens (Human),E5RGA2
DGKA;DAGK;DAGK1,DGKA,reviewed,Homo sapiens (Human),P23743
MAGI1,MAGI1,unreviewed,Homo sapiens (Human),H7C4U7
CORO7,CORO7,reviewed,Homo sapiens (Human),P57737
SUMF2,SUMF2,unreviewed,Homo sapiens (Human),A8MXB9
HERC2,HERC2,unreviewed,Homo sapiens (Human),H3BRG9
CERT1,CERT1,unreviewed,Homo sapiens (Human),A0A2R8YEA4
GSS,GSS,unreviewed,Homo sapiens (Human),A0A2R8YF34
NIF3L1,NIF3L1,unreviewed,Homo sapiens (Human),E7EXA3
CACNA2D1;CACNL2A;CCHL2A;MHS3,CACNA2D1,reviewed,Homo sapiens (Human),P54289
INTS9,INTS9,unreviewed,Homo sapiens (Human),E5RJ88
RIPOR1,RIPOR1,unreviewed,Homo sapiens (Human),H3BSX9
ITPK1,ITPK1,unreviewed,Homo sapiens (Human),G3V5A3
DPP3,DPP3,unreviewed,Homo sapiens (Human),E9PPK9
UBE2D1,UBE2D1,unreviewed,Homo sapiens (Human),A0A087WW00
STAT5B,STAT5B,reviewed,Homo sapiens (Human),P51692
GXYLT1;GLT8D3,GXYLT1,reviewed,Homo sapiens (Human),Q4G148
AGFG1;HRB;RAB;RIP,AGFG1,reviewed,Homo sapiens (Human),P52594
MATR3,MATR3,unreviewed,Homo sapiens (Human),A0A1B0GX04
C11orf58,C11orf58,unreviewed,Homo sapiens (Human),E9PRZ9
BAIAP2,BAIAP2,unreviewed,Homo sapiens (Human),I3L1C8
CCZ1B;C7orf28B,CCZ1B,reviewed,Homo sapiens (Human),P86790
CARHSP1,CARHSP1,unreviewed,Homo sapiens (Human),H3BTK3
GAA,GAA,unreviewed,Homo sapiens (Human),I3L0S5
LINC00869;FAM91A2;KIAA0493,LINC00869,reviewed,Homo sapiens (Human),P0C866
TSC1,TSC1,unreviewed,Homo sapiens (Human),A0A2R8Y6S8
PGAM5,PGAM5,unreviewed,Homo sapiens (Human),F5GXG4
DHX30;DDX30;KIAA0890,DHX30,reviewed,Homo sapiens (Human),Q7L2E3
TNNC2,TNNC2,reviewed,Homo sapiens (Human),P02585
FAM114A2,FAM114A2,unreviewed,Homo sapiens (Human),E7ESJ7
SMC1A,SMC1A,unreviewed,Homo sapiens (Human),G8JLG1
APOB,APOB,reviewed,Homo sapiens (Human),P04114
TRIP11;CEV14,TRIP11,reviewed,Homo sapiens (Human),Q15643
ANXA5,ANXA5,unreviewed,Homo sapiens (Human),D6RCN3
NDRG1,NDRG1,unreviewed,Homo sapiens (Human),E5RG99
STAU2,STAU2,unreviewed,Homo sapiens (Human),E5RJ67
ACE,ACE,unreviewed,Homo sapiens (Human),J3KS28
PPP2R5C;KIAA0044,PPP2R5C,reviewed,Homo sapiens (Human),Q13362
PSMB7,PSMB7,unreviewed,Homo sapiens (Human),Q5TBG5
USP25;USP21,USP25,reviewed,Homo sapiens (Human),Q9UHP3
GMPR2;GMPR,GMPR2,unreviewed,Homo sapiens (Human),H0YMB3
DCUN1D5;SCCRO5,DCUN1D5,reviewed,Homo sapiens (Human),Q9BTE7
NADK2;C5orf33;MNADK;NADKD1,NADK2,reviewed,Homo sapiens (Human),Q4G0N4
BPHL;hCG_22877,BPHL,unreviewed,Homo sapiens (Human),Q49AI2
MYO9B,MYO9B,unreviewed,Homo sapiens (Human),M0R240
MSL1;MSL1L1,MSL1,reviewed,Homo sapiens (Human),Q68DK7
,,unreviewed,Homo sapiens (Human),K7EP35
SLMAP;KIAA1601;SLAP;UNQ1847/PRO3577,SLMAP,reviewed,Homo sapiens (Human),Q14BN4
ENO1,ENO1,unreviewed,Homo sapiens (Human),A0A2R8Y6G6
BUB3,BUB3,unreviewed,Homo sapiens (Human),J3QT28
FN1;FN,FN1,reviewed,Homo sapiens (Human),P02751
SF3A2;SAP62,SF3A2,reviewed,Homo sapiens (Human),Q15428
DNAJC10,DNAJC10,unreviewed,Homo sapiens (Human),E7EP04
SLC25A4;AAC1;ANT1,SLC25A4,reviewed,Homo sapiens (Human),P12235
PPP6R3,PPP6R3,unreviewed,Homo sapiens (Human),E9PNN8
NUDT19,NUDT19,reviewed,Homo sapiens (Human),A8MXV4
CASP6,CASP6,unreviewed,Homo sapiens (Human),D6RBM3
SNAP23,SNAP23,reviewed,Homo sapiens (Human),O00161
SAR1B;DKFZp434B2017,SAR1B,unreviewed,Homo sapiens (Human),Q9H029
RPL35A;GIG33,RPL35A,reviewed,Homo sapiens (Human),P18077
SELENBP1,SELENBP1,unreviewed,Homo sapiens (Human),H0Y532
SARS2,SARS2,unreviewed,Homo sapiens (Human),M0R2H5
RPL18,RPL18,unreviewed,Homo sapiens (Human),F8VXR6
ACACA;ACAC;ACC1;ACCA,ACACA,reviewed,Homo sapiens (Human),Q13085
PRKDC;HYRC;HYRC1,PRKDC,reviewed,Homo sapiens (Human),P78527
ASL,ASL,unreviewed,Homo sapiens (Human),F8W943
RPA3;hCG_17407,RPA3,unreviewed,Homo sapiens (Human),B5MC59
CCDC43,CCDC43,unreviewed,Homo sapiens (Human),Q86WV7
SMCHD1,SMCHD1,unreviewed,Homo sapiens (Human),J3QSH1
SMARCA4,SMARCA4,unreviewed,Homo sapiens (Human),A0A2R8Y4P4
APMAP,APMAP,unreviewed,Homo sapiens (Human),H0Y512
BPGM,BPGM,unreviewed,Homo sapiens (Human),C9JH23
TSPAN3;TM4SF8,TSPAN3,reviewed,Homo sapiens (Human),O60637
SETD3,SETD3,unreviewed,Homo sapiens (Human),C9K0W5
TKT,TKT,unreviewed,Homo sapiens (Human),E9PFF2
TSC2,TSC2,unreviewed,Homo sapiens (Human),A0A2R8Y692
GMPR2;GMPR,GMPR2,unreviewed,Homo sapiens (Human),F8WAN9
CHORDC1,CHORDC1,unreviewed,Homo sapiens (Human),E9PIZ4
CUL3,CUL3,unreviewed,Homo sapiens (Human),A0A087X1R9
YIF1A,YIF1A,unreviewed,Homo sapiens (Human),C9JST7
CISD2,CISD2,unreviewed,Homo sapiens (Human),I3L1N9
RPL27A,RPL27A,unreviewed,Homo sapiens (Human),E9PLL6
CCDC88A,CCDC88A,unreviewed,Homo sapiens (Human),A0A2R8Y6B2
CCDC88A,CCDC88A,unreviewed,Homo sapiens (Human),A0A2R8YGU1
SUCLG1,SUCLG1,reviewed,Homo sapiens (Human),P53597
NCDN,NCDN,unreviewed,Homo sapiens (Human),H7C2R2
SMC4,SMC4,unreviewed,Homo sapiens (Human),E9PD53
LYPLA1,LYPLA1,unreviewed,Homo sapiens (Human),B4DP64
BCAT1;BCT1;ECA39,BCAT1,reviewed,Homo sapiens (Human),P54687
