"id" "Protein IDs" "Protein names" "Gene names" "Set1_D0-1" "Set1_D3-1" "Set1_D7-3" "Set1_D14-3" "Set1_reference" "Set2_D0-2" "Set2_D3-2" "Set2_D7-2" "Set2_D14-2" "Set2_reference" "Set3_D0-3" "Set3_D3-3" "Set3_D7-1" "Set3_D14-1" "Set3_reference"
9827 "Q9BZF1;F8VZB8;F8VZ43;F8VVE7;F8VVD3;F8VQX7;F8W060" "Oxysterol-binding protein-related protein 8;Oxysterol-binding protein" "OSBPL8" 399292.426527178 418318.35288195 463231.434041153 441088.514080932 409717.947227126 420914.077172054 410744.341252551 426342.714326025 407558.622221444 409717.947227126 396454.930354646 404665.137157011 425821.573545625 449938.440210241 409717.947227126
9828 "F5H2B9;H0YN48;H0YNH8;Q9BZF9" "Uveal autoantigen with coiled-coil domains and ankyrin repeats" "UACA" 635007.94689702 573771.767758285 594818.403840976 581444.212006031 596221.780330746 573254.473774066 523619.924619801 607318.211274792 646675.998413421 596221.780330746 635876.184993584 627780.730552276 667322.530652309 614279.308293986 596221.780330746
9829 "E7ES60;K7EIF2;C9JBG0;Q96PJ7;K7EJW7;C9JY26;H7C0Y7;J3QLC6;Q9BZG1;V9GY61" "Ras-related protein Rab-34" "RAB34" 337384.13527694 341792.747133557 334953.597651842 342924.920556695 352317.787677949 372004.822987722 348639.588338995 350569.526185104 342519.68324421 352317.787677949 378742.594157824 354235.421946253 339073.243102512 370001.903251812 352317.787677949
9830 "S4R3P9;Q9BZH6;S4R3Z0" "WD repeat-containing protein 11" "WDR11" 185632.80999871 177426.189003481 172152.143388542 225891.616350386 189203.375370508 187035.393882049 175522.433138123 177571.300563384 222869.710334278 189203.375370508 187337.951232748 173473.649606484 188014.729672034 223394.527906332 189203.375370508
9831 "Q9BZI7" "Regulator of nonsense transcripts 3B" "UPF3B" 5657.74461628664 6529.80588291122 6885.50095312534 6098.06741768963 5767.98899045435 6028.53055987349 6684.72477415981 5165.96977824173 5882.68023030306 5767.98899045435 5099.15497539143 5285.40331267466 5164.47191126105 5170.42899998872 5767.98899045435
9832 "Q5JY65;Q9BZJ0" "Crooked neck-like protein 1" "CRNKL1" 74371.3691760386 71901.8985050288 64242.1534981544 63666.0542218758 65265.2076103321 68561.6773259311 66601.5091865049 65760.6091098938 56746.5175685202 65265.2076103321 67189.8374331855 61125.6767864024 56229.6255496295 63368.0648566132 65265.2076103321
9833 "Q9BZL4" "Protein phosphatase 1 regulatory subunit 12C" "PPP1R12C" 128846.449316528 140968.106893847 150306.630210533 148040.377486598 145367.566262706 127084.211503362 147860.903598671 149425.409531778 164684.132238705 145367.566262706 132124.610468101 148544.085025873 153897.333936374 149743.02602797 145367.566262706
9834 "Q9BZL6" "Serine/threonine-protein kinase D2" "PRKD2" 29748.3179392478 33225.1382436565 32087.6902763413 26872.9831647074 29927.8762010497 32375.6650086868 31516.8467643072 31218.353917712 30210.7370008627 29927.8762010497 35695.1136722044 33406.4823653949 33723.6088094894 33395.0895769388 29927.8762010497
9836 "Q9BZQ6;H0Y498" "ER degradation-enhancing alpha-mannosidase-like protein 3" "EDEM3" 19930.1249102241 20250.8921627655 20622.9215839655 19539.7425132651 21624.2202003733 23580.8402871521 22963.5908028914 25539.5973742542 22142.2314433963 21624.2202003733 23076.6583057505 22865.8154913303 22732.6463371483 22736.54413144 21624.2202003733
9837 "Q9BZQ8" "Protein Niban" "FAM129A" 607972.554983347 493261.047344357 528980.687913753 587418.0213038 531506.133578874 556980.761378367 582707.610053329 581261.969144863 460185.0787072 531506.133578874 447719.537496995 375440.250977255 378278.158339316 692472.411031708 531506.133578874
9838 "Q9BZV1;K7ELN1;K7EJ02;K7EP32" "UBX domain-containing protein 6" "UBXN6" 94506.7936508689 97383.0577850047 110239.567203756 108544.485529961 106334.455316355 102184.915653098 106496.671962567 106325.154776815 104910.35369565 106334.455316355 106556.087427321 106903.212669717 104311.076382706 112341.8631778 106334.455316355
9839 "Q9BZX2;A0A2R8Y653" "Uridine-cytidine kinase 2" "UCK2;Uck2" 78148.7321646618 69779.9394401297 71112.8631596514 74715.9793411253 75053.9337945089 127065.775253018 67198.1705201254 70620.9553945339 65213.8408530517 75053.9337945089 81250.257641141 70299.9586979971 67779.1850405693 67116.8057968592 75053.9337945089
9842 "A0A2U3TZJ3;Q9C035;E7EQQ5;H7C134;C9JWN8" "Tripartite motif-containing protein 5" "TRIM5" 45043.9960897798 42999.2411568838 43448.791904739 44987.2597071919 44503.1979317199 46397.3983835703 49290.4532788365 43814.1986145632 43185.115286565 44503.1979317199 49560.8075041793 47311.3865415161 47537.5933696549 45439.7465652847 44503.1979317199
9845 "Q9C0B1" "Alpha-ketoglutarate-dependent dioxygenase FTO" "FTO" 56616.1320005022 55592.4165467902 48471.2312342973 51438.7733080426 52930.112068654 51723.6238098639 52061.8238999042 49314.4088515989 47421.1632816621 52930.112068654 53472.8474036634 55298.9931892596 49425.8967733747 53655.1353828139 52930.112068654
9846 "E9PMA5;H0YEF4;E9PJ97;Q9C0B5" "Palmitoyltransferase ZDHHC5;Palmitoyltransferase" "ZDHHC5" 66468.7242373129 65059.0986116348 66442.5787512234 62167.5521555008 67657.0582148139 68767.915337262 68352.3510358049 69009.6681573214 76415.3917840152 67657.0582148139 68451.8648234067 62438.8575559154 68534.657770846 68092.3309013158 67657.0582148139
9848 "Q9C0C2;E9PKK0;E9PKE7;A0A2R8Y5C4" "182 kDa tankyrase-1-binding protein" "TNKS1BP1" 823315.565613266 890157.449423273 932909.798068379 899010.619016249 906715.302961628 828980.033974389 931575.998649612 998563.853221153 893870.286701865 906715.302961628 789411.428494601 913783.992721739 897213.001010802 980489.932296174 906715.302961628
9850 "K7ES11;Q9C0C9;K7EQ12" "E2/E3 hybrid ubiquitin-protein ligase UBE2O" "UBE2O" 102606.12179963 106961.839025651 106595.816830916 105593.106071911 99930.8556758621 103230.286109979 104179.355710349 109405.786130957 97231.2920867338 99930.8556758621 110667.704050753 103708.167656028 100407.353753057 97325.8197411953 99930.8556758622
9853 "C9JL94;Q9C0E8;C9JM95" "Protein lunapark" "LNP" 211468.960603566 248617.890294055 240228.580375331 263824.767034909 237671.26397323 224778.837173329 254969.489712996 307420.170130585 260823.384532173 237671.26397323 196824.826962824 218746.843885906 234982.731398626 296916.242692009 237671.26397323
9854 "Q9C0H2;H7C3T6" "Protein tweety homolog 3" "TTYH3" 77371.6041725114 83935.2297167356 81877.3330068403 71934.9219055221 90293.5134400187 98779.5023398023 92655.8509594157 82314.9886464918 94751.949115359 90293.5134400187 97849.7722919359 111548.329430293 101443.872715782 78712.1539637601 90293.5134400187
9877 "Q9GZL7" "Ribosome biogenesis protein WDR12" "WDR12;Wdr12" 78486.0569231 74015.7518119648 75137.2890575457 75401.2067574956 70917.1908989668 73011.1234253661 70840.7108772563 72124.6588024324 68695.057583963 70917.1908989668 68865.9394314825 63678.3089409074 64108.7507882478 73592.733999406 70917.1908989668
9879 "Q9GZN8;H7BYU9" "UPF0687 protein C20orf27" "C20orf27" 50556.4939630771 55277.877294609 53617.5051294009 50554.8112848384 53358.4114247479 56304.7895535999 54041.6712907555 58089.7161934012 48784.6621933057 53358.4114247479 49254.9883483768 51427.8142858228 50295.4002982012 51136.6201114687 53358.4114247479
9882 "Q9GZP4;X6RHB9" "PITH domain-containing protein 1" "PITHD1" 34019.687596836 34328.5715646166 34549.4426263098 36869.9369882696 35173.3996041327 33364.3097983935 33659.280771468 30826.1879989484 32059.5018558871 35173.3996041327 39808.6753974381 35024.3048936925 35393.9527718221 38182.9230170776 35173.3996041327
9884 "K7EQE8;I3L4W7;I3L0R8;I3L1T3;I3L3R8;I3L1W3;Q9GZP9" "Derlin-2" "DERL2" 10118.5052203953 8892.49673107912 10902.1479967738 8757.72951750235 8845.87306100842 10187.3615484028 10146.5255329976 8920.7223783789 9814.98277194739 8845.87306100842 8090.31638511575 9553.54686651615 9017.26845721952 8134.51906965738 8845.87306100842
9886 "A0A0C4DG31;Q9GZR2;A0A0C4DG22" "RNA exonuclease 4" "REXO4" 65871.1929828241 61343.4066402009 58603.00100352 55367.0488769298 55532.3208631745 58852.2845187861 50871.7282990065 54562.2831342584 49231.6719537902 55532.3208631745 65341.8485588152 53637.9928575337 54964.0587437023 56080.8091728585 55532.3208631745
9888 "H0YN81;H0YL19;Q9GZS3;H0YMF9;H0YM76" "WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed" "WDR61" 150258.754712664 156405.225732417 156002.626919563 171509.711598251 155327.760213678 155885.524925817 148882.37777255 151646.778865124 159418.646950487 155327.760213678 149162.769213056 153045.915885092 162683.616785919 161809.143925961 155327.760213678
9889 "H0YJ07;H0YJW7;G3V4X6;H0YJU7;G3V2S9;Q9GZT3;H0YJI1;H0YJ40;A0A087WUN7" "SRA stem-loop-interacting RNA-binding protein, mitochondrial" "SLIRP" 144031.511496846 134362.667546009 129583.397031886 113089.794115991 120495.768046125 129090.641104773 119488.087576943 119944.008321285 101138.018129902 120495.768046125 117201.566861707 117022.974533034 110279.03449691 113542.323671824 120495.768046125
9890 "Q9GZT4;I3L4W4;Q3ZK31;V9GYE8;I3L3N0;I3L4L3;I3L4B4" "Serine racemase" "SRR" 30701.321896998 34789.8521145298 33967.2828485387 35117.7368708353 33703.4748823352 30119.2818891303 32476.5772839525 33550.6861396341 35051.0381857477 33703.4748823352 30315.5668686222 33688.1331111085 35914.0849487058 34118.343365741 33703.4748823352
9892 "C9JN42;Q6X734;B8ZZI0;Q9GZT8;E7EXA3" "NIF3-like protein 1" "NIF3L1" 69111.0891355391 68223.2018993181 86033.6702764865 75644.5855917073 75560.4377183138 74660.3682553989 78390.9834238733 77161.7317326394 83027.7815134244 75560.4377183138 74189.1696770266 77260.0260454333 71490.6801216411 73624.2140451818 75560.4377183138
9893 "A0A590UJK7;A0A590UJD6;Q9GZT9;A0A590UJ78;A0A590UJZ0;A0A590UJT7" "Egl nine homolog 1" "EGLN1;Egln1" 42896.3247793598 41167.3365116895 44657.0163884738 55223.3455171598 47729.419206065 46481.2117278765 45249.0115198001 47311.4145863777 51434.5351717276 47729.419206065 48702.9147865599 44594.2489305795 42560.8167851083 62332.8747064781 47729.419206065
9894 "E9PPW6;E9PPR7;C9JHF5;C9JI76;C9JAF1;Q9GZY8;C9JU19" "Mitochondrial fission factor" "MFF" 67624.9693649492 69647.3542796994 78560.4469594418 91554.6876105871 79179.6013075183 79111.7925414754 81317.0656408665 79050.3897516061 77496.4220943371 79179.6013075183 70898.1168964718 78773.445418099 74173.2347881311 78476.2025587532 79179.6013075183
9896 "C9JRV9;E7EQ61;C9J0F6;Q9GZZ9" "Ubiquitin-like modifier-activating enzyme 5" "UBA5" 94082.1957298284 94987.7282820434 101390.830728533 90119.3715033995 94167.3356386552 93316.0777340379 98318.0148708611 94733.7767655316 95127.1265583313 94167.3356386552 87373.0369590028 92341.2273675223 93555.9892677693 88374.5192786013 94167.3356386552
9898 "Q9H015" "Solute carrier family 22 member 4" "SLC22A4" 18900.3666055108 16229.6020576268 19567.0666183384 15047.6146763847 21659.6504907982 35668.1834585835 22107.9108216061 23810.3171078945 17659.8962711035 21659.6504907982 13710.4593138229 8033.49030137164 13508.6231387828 19408.5985978963 21659.6504907982
9899 "Q9H061;E9PIH8;E9PI90" "Transmembrane protein 126A" "TMEM126A" 73236.5283923283 66100.5487107285 73961.2352946494 69948.3294371684 68430.3319206735 72727.0644516169 68792.4987051031 70537.3497539505 66611.9599470605 68430.3319206735 65861.6599662021 64604.0448151993 67632.650737786 78817.1544461414 68430.3319206735
9900 "Q9H074;D6REB4" "Polyadenylate-binding protein-interacting protein 1" "PAIP1" 29644.8288727686 39186.8410684448 37259.6165752818 39990.680617448 36565.3392779647 33139.8065049451 37826.3522471598 36288.0221475243 40887.9963625901 36565.3392779647 28975.76429202 42415.8531032014 33738.1926294115 36747.3505569192 36565.3392779647
9901 "H0YGM0;A0A2U3TZY2;Q9H078;A0A2R8Y6R5;A0A2R8Y7E8" "Caseinolytic peptidase B protein homolog" "CLPB;Clpb" 125968.116475725 137865.675626244 150718.286259356 146299.667123075 146932.027955789 148971.157937604 153112.571120031 154479.02788743 151297.689255902 146932.027955789 133140.35673183 135903.506143169 131214.227205739 162441.79135559 146932.027955789
9902 "F8WFC6;H7C2X7;Q9H089" "Large subunit GTPase 1 homolog" "LSG1" 86302.736060264 84004.5341724002 88474.1247770451 79915.1156259137 80636.2635397207 86074.8859990955 84300.0759811453 84009.5981370529 82380.6892387184 80636.2635397207 79180.7027172029 84547.8661892185 74883.004188555 80796.5285310671 80636.2635397207
9903 "E9PJN6;E9PMU0;Q9H0A0;A0A087WV29" "N-acetyltransferase 10" "NAT10" 224317.549640561 217038.581228791 198652.852662469 208156.325122467 202598.154562123 227176.664200348 225678.327008543 218019.141218811 181371.04238643 202598.154562123 209582.805309119 208558.292918121 195313.000109963 211168.570810721 202598.154562123
9904 "H3BRX0;H3BQF2;H3BM91;H3BTV9;Q9H0A8" "COMM domain-containing protein 4" "COMMD4" 56585.7818282138 59285.3321465557 60023.2738998729 56535.1880531426 58271.0728848563 58979.004462906 58667.0492113349 57027.7723061544 57852.8973683883 58271.0728848563 54792.9157912669 53741.6199126486 55757.098625546 54982.8388711051 58271.0728848563
9905 "E9PP09;A8MX29;E9PM83;C9JHT2;E9PI24;Q9H0B6;E9PQ02" "Kinesin light chain 2" "KLC2" 63519.7595110529 63976.3990392389 64303.3851674244 62791.946731029 60124.289533387 58153.9046579737 62101.9378593855 59834.4421440164 57663.8916567164 60124.289533387 56903.9715974239 60820.4893295853 58694.2907959788 63508.970747348 60124.289533387
9907 "F8SNU6;E9PC05;Q9H0C8" "Integrin-linked kinase-associated serine/threonine phosphatase 2C" "ILKAP" 83596.917543551 76800.2134154031 73977.5522727613 67761.8760854507 68667.1421724718 73863.9397054463 67271.359695022 68043.2972680304 56656.0820936992 68667.1421724718 79229.3595081549 60658.7584476635 63606.6964977144 63463.7603335655 68667.1421724718
9908 "Q9H0D6" "5-3 exoribonuclease 2" "XRN2;Xrn2" 280253.758440212 255858.84028208 262983.028510142 244204.340842716 244024.898063614 272511.226906716 246957.954658796 251739.597163097 214041.987834613 244024.898063614 264372.867573581 229504.607411561 226690.294049618 247121.58736936 244024.898063614
9909 "F2Z2Y8;Q9H0E2;E9PNS3;E9PP67;E7EN89;E9PQ25" "Toll-interacting protein" "TOLLIP" 233618.701130867 292274.695397079 284875.942020869 263740.138339076 259433.64843812 237544.925286872 262456.261247556 254877.239970066 280057.954311821 259433.64843812 247634.866519005 286281.236016181 290979.854879507 251219.070481111 259433.64843812
9911 "H7C5H6;C9IZ13;Q9H0F7;A0A0J9YXT0" "ADP-ribosylation factor-like protein 6" "ARL6;Arl6" 15678.6164876625 17250.3856144693 16118.3481397255 23156.0732620676 18403.0498252861 17101.6662295045 17397.9613153463 16268.2329800639 19864.4371992204 18403.0498252861 15172.1401984032 18034.7059654949 18098.3691531375 19625.2109489157 18403.0498252861
9912 "F8VS54;F8VWY4;H0YIK5;F8VVE5;F8W1E5;F8W1T4;F8VUW9;F8VV39;F8W0L1;F8VV37;F8VV47;Q9H0H5;F8VWX0;F8VXH1;F8VZ66;F8VRD2;F8VQZ5;F8VVY0;F8VZ41;F8VYH6" "Rac GTPase-activating protein 1" "RACGAP1" 102507.424168809 103716.362757535 75456.2256792903 64997.5754480438 75999.1201283027 74790.5081818801 76396.4348554959 72846.2526472156 63261.9710954077 75999.1201283027 92301.0187416069 78765.8893041252 75016.2979782122 61541.8535675275 75999.1201283027
9913 "H7C4L8;Q9H0J9;G5E9U9" "Poly [ADP-ribose] polymerase 12" "PARP12" 23486.9637718472 23274.9814691833 30661.2973053012 33929.5361786414 31117.2568812866 27112.2733816713 26790.4000382993 25881.6293160393 39701.994021294 31117.2568812866 35532.6914323909 32992.1111224781 38634.3246162168 31001.0456522351 31117.2568812866
9915 "Q9H0N0" "Ras-related protein Rab-6C" "RAB6C" 29986.7914971186 27886.7252749762 27117.7566587622 27241.7397814271 29543.7834340263 29463.2409561941 29446.990568512 26277.5459113629 30822.6113277853 29543.7834340263 28137.8363639423 27443.425988135 28719.9800345148 27110.6710164967 29543.7834340263
9916 "Q9H0P0;X6RM59" "5-nucleotidase;Cytosolic 5-nucleotidase 3A" "NT5C3A" 39091.3618532073 43153.0763961862 46083.6763680748 47188.1340272979 46608.4239160056 40400.8329544593 43621.9255936024 40462.9275724442 60166.0419756594 46608.4239160056 48008.8817412739 52450.1541249373 51631.6413158592 46639.2644659514 46608.4239160056
9917 "F5H1N9;Q9H0S4" "Probable ATP-dependent RNA helicase DDX47" "DDX47" 9261.13685111656 9156.36833631833 9128.18723963043 7385.55795112 8206.87535729501 5976.86796979595 9423.65512910128 9372.42353586541 8191.89724991408 8206.87535729501 9330.62244940085 7613.66828974489 7912.89923102473 7791.34028524661 8206.87535729501
9918 "E9PLD0;Q92928;Q9H0U4" "Ras-related protein Rab-1B;Putative Ras-related protein Rab-1C" "RAB1B;RAB1C" 986600.961200999 983326.203963079 956970.111824538 876883.839654054 956085.247143836 998257.92461302 957356.198792933 899214.871208513 932115.179841664 956085.247143836 1016839.75507796 976884.03831921 980154.049251714 863039.056568161 956085.247143836
9921 "Q9H0V9" "VIP36-like protein" "LMAN2L" 63000.1537152745 59020.9235583802 62823.2776012655 68049.5098987487 70150.3445206421 71866.2207668354 72548.2050553185 71118.6227875498 69816.4108703323 70150.3445206421 77511.3431254637 73971.688409049 68143.2766365507 70534.7094878595 70150.3445206421
9922 "M0R2N0;M0QZC7;M0QYR7;M0QX70;Q9H0W8;M0QZH1" "Protein SMG9" "SMG9" 17221.6612278464 16226.8280282632 15297.7766274662 13878.7982892596 15626.1857637123 16593.4072727456 15874.1683149412 15624.7036582579 14907.885736559 15626.1857637123 16364.7455005009 15582.1206223235 19399.8700875877 16352.30823592 15626.1857637123
9923 "C9JP72;C9JR71;C9JJN3;C9J8V3;H7C2U8;C9J1M4;C9J3Y6;Q9H0X4;C9JTF7;C9IYB9;C9K0C5;B4DGG1;H7C3L6" "Protein ITFG3" "ITFG3" 36987.4245689392 35564.3629953076 37290.2284936957 29898.9486223334 33291.7649670608 38732.9281694365 32194.3515523732 33952.769245784 37215.3365598042 33291.7649670608 35033.7263766462 37021.0085566928 29499.9392177111 26015.4875913398 33291.7649670608
9924 "Q9H0X9;E9PRA9;E9PQB4;E9PJE6;H0YCD7;E9PPQ2;E9PIJ6" "Oxysterol-binding protein-related protein 5" "OSBPL5" 147377.409242507 168709.39955231 162209.69392166 161602.491183503 161350.095507001 141496.097273883 157047.75200318 166863.994915767 168029.957588563 161350.095507001 162632.814202293 189332.835142456 175505.13687913 177906.772413227 161350.095507001
9925 "D6RIU8;D6RBP7;D6RG16;D6R940;A0RZB6;D6RAI3;D6REA1;Q9H173" "Nucleotide exchange factor SIL1" "SIL1" 60183.4020073433 52083.4109137194 58940.8409488989 51468.6369134769 57830.5670480337 54200.5741398147 60046.7827744157 65835.7484396604 63128.2380777552 57830.5670480337 68679.8376989839 56554.0760333766 59559.246120941 59650.2646631221 57830.5670480337
9927 "F8WAS1;A0A2R8YF63;H0Y564;Q9H1A4" "Anaphase-promoting complex subunit 1" "ANAPC1" 41961.731754504 46635.2358072909 43941.7845880565 38819.7073887939 40405.0290226729 38424.6398718859 39529.3099384917 41851.3507047258 35183.5468915772 40405.0290226729 42213.6055491576 42157.945263593 40124.4700166484 41338.7408993775 40405.0290226729
9929 "Q9H1B7" "Interferon regulatory factor 2-binding protein-like" "IRF2BPL" 48853.0300321553 41944.2254017938 45201.1927536034 43974.0422304433 44677.1202184313 47789.16700566 43944.4091532728 47296.4127780141 37165.3623999619 44677.1202184313 47742.1885698449 45825.586562564 43719.346277796 48897.3933633772 44677.1202184313
9930 "Q9H1C3;F8VZP2" "Glycosyltransferase 8 domain-containing protein 2" "GLT8D2;Glt8d2" 50033.6492503313 49679.7260717749 43579.0434057771 42504.9179164294 51121.6909122492 55561.3360323472 57404.9318765131 49529.1799600868 44433.0886698323 51121.6909122492 53099.7306839441 57404.9423922106 53326.6969603172 53489.6923460422 51121.6909122492
9931 "Q9H1E3" "Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1" "NUCKS1" 214991.074233238 205139.308763565 181866.654681792 175967.653134038 184230.415062852 180934.187171084 216165.505886194 192486.184790388 171448.071114763 184230.415062852 196478.941803342 177042.216276616 160093.15647575 190720.035293932 184230.415062852
9932 "Q9H1E5" "Thioredoxin-related transmembrane protein 4" "TMX4" 47946.8462531792 48301.5753367515 46048.9016347006 50559.0796971891 49097.6053549685 53256.4379657365 44652.3507826096 49739.1978825637 45951.0804964819 49097.6053549685 49049.2316247254 47513.5520302067 46936.6104702473 54747.1561054354 49097.6053549685
9933 "B1AH59;Q9H1I8" "Activating signal cointegrator 1 complex subunit 2" "ASCC2" 21445.6207995301 22332.7323075408 24495.5144533933 23718.3701729324 24442.3184731481 23474.634757478 22538.7064910922 23610.1315785317 20564.2341417231 24442.3184731481 22298.6023035323 23415.1636082618 22686.7507346179 25197.4427753224 24442.3184731481
9934 "F5GYM2;F5H7Q6;F5H364;F5H034;Q9H1J7" "Protein Wnt-5b;Protein Wnt" "WNT5B" 25253.9803990424 25678.3508461155 27410.1535987339 20999.041674326 22248.9388567944 24726.3298702353 19789.5324416505 23664.1423289109 21007.1282568213 22248.9388567944 23518.7935106057 23755.9879959118 23746.0286438929 23377.9034819302 22248.9388567944
9936 "Q9H1X3;J3QR79;F2Z3D1" "DnaJ homolog subfamily C member 25" "DNAJC25;Dnajc25" 72361.6906929733 68139.7771918264 69394.1888910198 65828.0617479156 72932.4043281887 83921.4399571444 77867.505054671 71233.0653208682 74639.4577890543 72932.4043281887 74723.8859590161 68947.5735942057 68585.5496556634 71588.5945120653 72932.4043281887
9937 "A0A1B0GUS1;A0A1B0GV54;L7UQJ2;A0A2R8Y718;Q9H1Y0" "Autophagy protein 5" "ATG5" 41379.5963454904 47742.8456616676 45404.2505614171 50371.4341133043 49447.4281026387 41974.2982873503 48929.0782501096 52682.0647600543 54720.2576290143 49447.4281026387 48505.7256190872 48167.5782644148 50086.9564953149 51301.2986688521 49447.4281026387
9938 "Q9H1Z4" "WD repeat-containing protein 13" "WDR13" 97958.7955040552 84574.2854970111 87386.7715543502 82455.5849233849 95480.9366513327 88625.8317430587 93224.6560355704 89521.334017441 104799.878144055 95480.9366513327 102926.252236883 94297.0250797398 94441.5257601962 95869.117394549 95480.9366513327
9940 "Q9H223" "EH domain-containing protein 4" "EHD4" 345019.549854815 377446.506286817 357098.759726861 340177.446423296 340783.691103346 309705.767452836 341038.34192989 320704.170130202 335177.171199954 340783.691103346 336685.906235931 319702.327664884 334610.33737179 320631.914819845 340783.691103346
9943 "Q5JUA9;Q5JUB0;Q9H269" "Vacuolar protein sorting-associated protein 16 homolog" "VPS16" 167947.084627764 188743.857342078 178227.452154764 188100.326918357 171030.071999318 163367.193139118 169973.697042074 168453.904183527 182379.152307571 171030.071999318 162573.770290412 185162.764823899 173303.648433268 181222.430691296 171030.071999318
9944 "Q9H270" "Vacuolar protein sorting-associated protein 11 homolog" "VPS11" 146154.07688898 153581.146164867 146356.8801234 157671.460825765 146696.736900905 143691.917962731 144942.259732828 145402.724970503 164163.519239342 146696.736900905 142624.893745204 145874.211900629 154341.112568503 146989.138210399 146696.736900905
9945 "Q9H299;Q5T123" "SH3 domain-binding glutamic acid-rich-like protein 3" "SH3BGRL3" 377957.598629697 404950.701799474 316675.161219097 405660.694715696 387316.644057254 369763.804586446 360845.833628901 382233.564684132 381948.190828635 387316.644057254 390331.686545635 370943.252980228 405496.92521807 384418.4868531 387316.644057254
9948 "H0Y5J9;F6TR96;Q9H2D6;F6WYE2" "TRIO and F-actin-binding protein" "TRIOBP" 352762.451764582 375980.834741528 397856.981544649 386666.517456954 384800.643678588 382555.617393313 395420.285041021 403214.747027329 370167.994276106 384800.643678588 335524.654156158 349374.524980392 362063.086303805 394099.81033988 384800.643678588
9950 "Q9H2G2;A0A5F9ZH68" "STE20-like serine/threonine-protein kinase" "SLK" 532990.119468377 576265.735778769 632911.96495472 661406.313734231 608166.665600282 554437.853522101 595543.999097907 676041.781862443 664647.24977555 608166.665600282 539101.646742654 547252.172451211 631329.985199638 704256.747736744 608166.665600282
9951 "C9K058;H7BZ14;C9J4N2;B8ZZ77;Q9H2H8;F8WC82" "Peptidyl-prolyl cis-trans isomerase-like 3;Peptidyl-prolyl cis-trans isomerase" "PPIL3;Ppil3" 99303.7183687378 117783.309508328 118207.160806787 112542.23811959 109357.403486206 98983.6471670019 107797.868452527 119234.335220925 106777.717610789 109357.403486206 95369.0672121207 103915.903756449 99908.0956089181 122432.794428806 109357.403486206
9952 "H7BZP2;Q9H2J4" "Phosducin-like protein 3" "PDCL3" 133386.247929706 127235.799445089 121556.205063101 108319.118503333 120787.16236955 120496.234578713 123374.896768016 117593.561183067 117544.382594912 120787.16236955 122269.421724474 123763.055061892 131107.025776733 115489.69325823 120787.16236955
9954 "Q9H2K0" "Translation initiation factor IF-3, mitochondrial" "MTIF3" 48381.5505351638 45861.5677766053 50182.3881147749 55772.0555663806 48180.9225116434 46414.54910704 48808.4057060007 50200.8029602421 46449.0324323513 48180.9225116434 49420.3932510184 49987.9624855058 52162.71858382 49316.9878457077 48180.9225116434
9955 "F5H5C7;F5GWV8;H0YF68;G3V1Q8;Q9H2K8" "Serine/threonine-protein kinase TAO3" "TAOK3;Taok3" 146753.205916631 168476.661318134 174629.347531183 162700.843548031 170265.307021665 165777.473533182 166051.809291444 180920.067837208 163245.845234384 170265.307021665 163357.086028188 175028.260182607 173803.62121743 159960.69980793 170265.307021665
9956 "F8WDJ2;Q9H2M9;H7C4Y9" "Rab3 GTPase-activating protein non-catalytic subunit" "RAB3GAP2" 511031.272071424 502013.913510508 518265.678202623 459970.110340751 495653.055525608 481546.173600183 514892.317084599 495871.680692109 508232.747230559 495653.055525609 517760.708865994 516700.649609405 514038.852309963 475167.368905129 495653.055525609
9957 "A0A2R8Y6X0;A0A2R8YCL6;Q9H2P0" "Activity-dependent neuroprotector homeobox protein" "ADNP;Adnp" 45648.2732426697 44187.3793860881 40338.2501189833 45078.5003815914 44508.8489099042 45882.5194374567 42208.6602676668 44296.724415206 44296.3339743328 44508.8489099042 44006.0216203543 36006.6439192132 35441.541677348 45529.3137040129 44508.8489099042
9958 "Q9H2P9" "Diphthine synthase" "DPH5" 16288.0537853496 15609.0763136956 14476.2057866184 12737.7797043991 14184.4508961188 17428.2545700018 14528.6140757404 14515.7434817013 16942.7513926398 14184.4508961188 14127.3463855876 13901.4980694603 12713.9915047254 11605.4832676776 14184.4508961188
9960 "Q9H2U1;A0A0G2JRP3;H7C514;E7EWK3;A0A0G2JQU7" "ATP-dependent RNA helicase DHX36" "DHX36" 156600.238930825 150349.767002328 159135.442950158 147060.935636459 153155.310226407 159678.49984751 168409.132855931 163259.575980217 147124.036284959 153155.310226407 155752.781856405 152791.467015583 147962.30489155 156310.74264267 153155.310226407
9961 "D6RGV9;D6RAD3;D6R967;Q9H2U2;H0YAK2;D6RGI1" "Inorganic pyrophosphatase 2, mitochondrial" "PPA2" 277869.132896575 306466.141760854 338121.186377852 412981.470794129 319592.392465708 275211.796595696 313635.042758736 332970.875712633 355811.126342537 319592.392465708 264102.547885209 305934.318288491 305596.830366263 388696.387082581 319592.392465708
